CodObr,NumPar,CodPar,Cont,Descri,PreUni,CanPar,RenPar2,FechaIni,CantDias,FechaFin,Seccionada,PartBase,Porcentaje,UniPar,IndIni
"576PDVS2",74,"P0000738",,"CONSTRUCCION DE REVESTIMIENTO EN TECHOS CON MORTERO A BASE DE CAL, ACABADO LISO, INCLUYE FRISO BASE",1.6280000000000001e+01,4.1472000000000000e+04,2.8800000000000000e+02,"04/27/23 00:00:00",1.4400000000000000e+02,"11/14/23 00:00:00",0,0,0.0000000000000000e+00,"m2","I"
"576PDVS2",75,"ALBAÑ27",,"CONSTRUCCION DE REVESTIMIENTO INTERIOR EN PAREDES CON BALDOSAS DE CERAMICAS NACIONAL, ACABADO NATURAL. INCLUYE FRISO BASE.",3.1460000000000001e+01,7.0260000000000000e+03,4.0000000000000000e+02,"04/27/23 00:00:00",1.8000000000000000e+01,"05/22/23 00:00:00",0,0,0.0000000000000000e+00,"m2","I"
"576PDVS2",76,"ALBAÑ28",,"CONSTRUCCION DE REVESTIMIENTO INTERIOR EN PISOS CON BALDOSAS DE CERAMICAS NACIONAL, ACABADO NATURAL. INCLUYE FRISO BASE.",3.1450000000000003e+01,3.9800000000000000e+04,6.0000000000000000e+02,"04/27/23 00:00:00",6.7000000000000000e+01,"07/28/23 00:00:00",0,0,0.0000000000000000e+00,"m2","I"
"576PDVS2",77,"P0002544",,"SUMINISTRO, TRANSPORTE Y COLOCACION DE VENTANAS CORREDERAS DE PERFILES DE PVC. INCLUYE EL VIDRIO.",1.1858000000000000e+02,2.3040000000000000e+03,1.0000000000000000e+02,"04/27/23 00:00:00",2.4000000000000000e+01,"05/30/23 00:00:00",0,0,0.0000000000000000e+00,"UND","I"
"576PDVS2",78,"EDF-0901",,"SUMINISTRO, TRANSPORTE Y COLOCACION DE PUERTAS PRINCIPAL",4.2562000000000000e+02,5.7600000000000000e+02,1.4000000000000000e+01,"04/27/23 00:00:00",4.2000000000000000e+01,"06/23/23 00:00:00",0,0,0.0000000000000000e+00,"UND","I"
"576PDVS2",79,"P0000855",,"SUMINISTRO, TRANSPORTE Y COLOCACION DE PUERTAS DE MADERA ENTAMBORADA O DE PVC, TIPO BATIENTE",1.6369999999999999e+02,2.8800000000000000e+03,9.0000000000000000e+01,"04/27/23 00:00:00",3.2000000000000000e+01,"06/09/23 00:00:00",0,0,0.0000000000000000e+00,"UND","I"
"576PDVS2",80,"P0000849",,"SUMINISTRO, TRANSPORTE Y COLOCACION DE MARCOS DE CHAPA DOBLADA DE HIERRO, PARA PUERTAS  EN PAREDES DE 10cm DE ESPESOR.",1.1083000000000000e+02,3.4560000000000000e+03,5.0000000000000000e+01,"04/27/23 00:00:00",7.0000000000000000e+01,"08/02/23 00:00:00",0,0,0.0000000000000000e+00,"UND","I"
"576PDVS2",81,"HERRE18",,"SUMINISTRO, TRANSPORTE Y COLOCACION DE BARANDAS DEDE HIERRO, ALTURA 0,90 METROS EN PASILLOS Y ESCALERAS",6.4209999999999994e+01,2.4500000000000000e+03,5.0000000000000000e+01,"04/27/23 00:00:00",4.9000000000000000e+01,"07/04/23 00:00:00",0,0,0.0000000000000000e+00,"ML","I"
"576PDVS2",82,"P0000909",,"CERRADURA DE POMO, ACABADO CROMO BRILLANTE, CILINDRO FIJO, SIN CERROJO, PESTILLO SIMPLE. POMO EXTERIOR CON LLAVE. POMO INTERIOR CON BOTON ",3.5090000000000003e+01,3.4560000000000000e+03,8.0000000000000000e+01,"04/27/23 00:00:00",4.4000000000000000e+01,"06/27/23 00:00:00",0,0,0.0000000000000000e+00,"pza","I"
"576PDVS2",83,"CARPI10",,"SUMINISTRO, TRANSPORTE E INSTALACION DE MUEBLE  PARA EMPOTRAR COCINA Y LAVAPLATOS, SEGUN DISEÑO.",5.0944000000000005e+02,5.7600000000000000e+02,1.5000000000000000e+01,"04/27/23 00:00:00",3.9000000000000000e+01,"06/20/23 00:00:00",0,0,0.0000000000000000e+00,"UND","I"
"576PDVS2",84,"P0000904",,"PINTURA DE CAUCHO EN PAREDES",1.0630000000000001e+01,1.2000000000000000e+05,1.2000000000000000e+03,"04/27/23 00:00:00",1.0000000000000000e+02,"09/13/23 00:00:00",0,0,0.0000000000000000e+00,"m2","I"
"576PDVS2",85,"P0000905",,"PINTURA DE CAUCHO EN TECHOS.",1.0200000000000001e+01,4.0123000000000000e+04,8.0000000000000000e+02,"04/27/23 00:00:00",5.1000000000000000e+01,"07/06/23 00:00:00",0,0,0.0000000000000000e+00,"m2","I"
"576PDVS2",86,"P0000896",,"BARNIZ EN PUERTAS DE MADERA. INCLUYENDO FONDO SELLADOR. ",1.1660000000000000e+01,1.4400000000000000e+04,4.0000000000000000e+02,"04/27/23 00:00:00",3.6000000000000000e+01,"06/15/23 00:00:00",0,0,0.0000000000000000e+00,"m2","I"
"576PDVS2",87,"P0000935",,"INSTALACION ELECTRICA DE TUBERIA PLASTICA RIGIDA LIVIANA, PVC, EMBUTIDA. DIAMETRO 1/2"" (13mm).",7.1600000000000001e+00,5.5505459999999999e+04,2.0000000000000000e+02,"04/27/23 00:00:00",2.7800000000000000e+02,"05/20/24 00:00:00",0,0,0.0000000000000000e+00,"m","I"
"576PDVS2",88,"P0000930",,"INSTALACION ELECTRICA DE TUBERIA PLASTICA RIGIDA LIVIANA, PVC, EMBUTIDA. DIAMETRO 1"" (25mm) . ",8.1500000000000004e+00,1.2500000000000000e+04,6.8000000000000000e+01,"04/27/23 00:00:00",1.8400000000000000e+02,"01/09/24 00:00:00",0,0,0.0000000000000000e+00,"m","I"
"576PDVS2",89,"P0000936",,"INSTALACION ELECTRICA DE TUBERIA PLASTICA RIGIDA LIVIANA, PVC, EMBUTIDA. DIAMETRO 3/4"" (13mm).",1.6960000000000001e+01,7.7760000000000000e+03,5.4000000000000000e+01,"04/27/23 00:00:00",1.4400000000000000e+02,"11/14/23 00:00:00",0,0,0.0000000000000000e+00,"m","I"
"576PDVS2",90,"P0002673",,"INSTALACION ELECTRICA DE CABLE DE COBRE, TRENZADO, REVESTIDO, TW, CALIBRE 12 AWG (2.32mm) . ",2.8700000000000001e+00,1.4400000000000000e+05,1.0000000000000000e+03,"04/27/23 00:00:00",1.4400000000000000e+02,"11/14/23 00:00:00",0,0,0.0000000000000000e+00,"m","I"
"576PDVS2",91,"P0002674",,"INSTALACION ELECTRICA DE CABLE DE COBRE, TRENZADO, REVESTIDO, TW, CALIBRE 14 AWG",2.1699999999999999e+00,3.9272730000000003e+04,2.8000000000000000e+02,"04/27/23 00:00:00",1.4100000000000000e+02,"11/09/23 00:00:00",0,0,0.0000000000000000e+00,"m","I"
"576PDVS2",92,"*CABLE28",,"I.E CABLE DE COBRE, TRENZADO, REVESTIDO, TTU, CALIBRE 8 AWG (3.71 MM).",4.2400000000000002e+00,2.5500000000000000e+04,2.5000000000000000e+02,"04/27/23 00:00:00",1.0200000000000000e+02,"09/15/23 00:00:00",0,0,0.0000000000000000e+00,"m","I"
"576PDVS2",93,"P0001013",,"INSTALACION ELECTRICA DE CAJETIN METALICO, SALIDAS 1/2-3/4"", PROFUNDIDAD 1-1/2"", OCTOGONALES 4"" (10.2cm) . ",8.8200000000000003e+00,6.3360000000000000e+03,4.0000000000000000e+01,"04/27/23 00:00:00",1.5900000000000000e+02,"12/05/23 00:00:00",0,0,0.0000000000000000e+00,"pza","I"
"576PDVS2",94,"P0001017",,"INSTALACION ELECTRICA DE CAJETIN PLASTICO PVC, SALIDA 1/2"", PROFUNDIDAD 1-1/2"", RECTANGULAR 2x4"" (5.10x10.20 cm) ",6.5700000000000003e+00,6.3360000000000000e+03,4.0000000000000000e+01,"04/27/23 00:00:00",1.5900000000000000e+02,"12/05/23 00:00:00",0,0,0.0000000000000000e+00,"PIEZA","I"
"576PDVS2",95,"P0001049",,"INSTALACION ELECTRICA DE TOMACORRIENTES CON TAPA PLASTICA, PUENTE Y TORNILLOS, SENCILLO, UNA (1) FASE, 20 A. ",2.3460000000000001e+01,6.3360000000000000e+03,5.0000000000000000e+01,"04/27/23 00:00:00",1.2700000000000000e+02,"10/20/23 00:00:00",0,0,0.0000000000000000e+00,"pza","I"
"576PDVS2",96,"P0001042",,"INSTALACION ELECTRICA DE INTERRUPTORES (SWITCHES) COMBINABLES SIMPLES, CON TAPA DE PLASTICO, PUENTE Y TORNILLOS, 10 A. ",2.4090000000000000e+01,4.6080000000000000e+03,5.0000000000000000e+01,"04/27/23 00:00:00",9.3000000000000000e+01,"09/04/23 00:00:00",0,0,0.0000000000000000e+00,"pza","I"
"576PDVS2",97,"P0001053",,"INSTALACION ELECTRICA DE TABLERO METALICO CONVERTIBLE, EMBUTIDO, CON PUERTA, 2 FASES + NEUTRO, 8 CIRCUITOS, BARRAS DE 125 AMP. NO INCLUYE INTERRUPTOR TERMOMAGNETICO (BREAKER).",1.2928999999999999e+02,5.7600000000000000e+02,2.0000000000000000e+01,"04/27/23 00:00:00",2.9000000000000000e+01,"06/06/23 00:00:00",0,0,0.0000000000000000e+00,"pza","I"
"576PDVS2",98,"BREAKER",,"INSTALACION ELECTRICA DE INTERRUPTOR TERMOMAGNETICO (BREAKER) CON ENCHUFE, 2 POLO, 10 kA ICC, 120/240V, CAPACIDAD  40 A.",3.8390000000000001e+01,5.7600000000000000e+02,2.8000000000000000e+01,"04/27/23 00:00:00",2.1000000000000000e+01,"05/25/23 00:00:00",0,0,0.0000000000000000e+00,"pza","I"
"576PDVS2",99,"P0005133",,"INSTALACION ELECTRICA DE INTERRUPTOR TERMOMAGNETICO (BREAKER) CON ENCHUFE, 1 POLO, 10 kA ICC, 120/240V, CAPACIDAD 20 A.",2.1849999999999998e+01,2.3040000000000000e+03,2.8000000000000000e+01,"04/27/23 00:00:00",8.3000000000000000e+01,"08/21/23 00:00:00",0,0,0.0000000000000000e+00,"pza","I"
"576PDVS2",100,"PAR0942",,"SUMINISTRO, TRANSPORTE E INSTALACION DE LAMPARAS EN PAREDES",3.7160000000000004e+01,6.3360000000000000e+03,4.0000000000000000e+01,"04/27/23 00:00:00",1.5900000000000000e+02,"12/05/23 00:00:00",0,0,0.0000000000000000e+00,"Pieza","I"
"576PDVS2",101,"CAJAMED",,"SUMINISTRO E INSTALACION DE ARMARIO PARA 9 MEDIDORES.",6.4502999999999997e+02,6.4000000000000000e+01,3.5000000000000000e+01,"04/27/23 00:00:00",2.0000000000000000e+00,"04/28/23 00:00:00",0,0,0.0000000000000000e+00,"pza","I"
"576PDVS2",102,"PAR0986",,"INSTALACION ELECTRICA DE DE PUNTO 220 PARA AIRES ACONDICIONADOS",3.6539999999999999e+01,5.7600000000000000e+02,5.0000000000000000e+01,"04/27/23 00:00:00",1.2000000000000000e+01,"05/12/23 00:00:00",0,0,0.0000000000000000e+00,"PTO","I"
"576PDVS2",103,"TUBECOBR",,"TUBERIA DE COBRE DIAMETRO 1/2"" EMBUTIDO. INCLUYE CONEXIONES",2.6730000000000000e+01,2.8800000000000000e+03,1.2000000000000000e+02,"04/27/23 00:00:00",2.4000000000000000e+01,"05/30/23 00:00:00",0,0,0.0000000000000000e+00,"ML","I"
"576PDVS2",104,"P0005222",,"PUNTO DE GAS TUBERIA DE COBRE DIAMETRO 1/2"" EMBUTIDO. INCLUYE CONEXIONES ",1.2170000000000000e+02,5.7600000000000000e+02,1.0000000000000000e+01,"04/27/23 00:00:00",5.8000000000000000e+01,"07/17/23 00:00:00",0,0,0.0000000000000000e+00,"PTO","I"
"576PDVS2",106,"P0001171",,"TUBERIA DE AGUAS CLARAS, DE PVC  PARA AGUA FRIA, DIAMETRO 1/2"" (13mm), ASTM, EMBUTIDA O ENTERRADA. INCLUYE CONEXIONES.",1.3430000000000000e+01,7.9579600000000000e+03,3.5000000000000000e+01,"04/27/23 00:00:00",2.2800000000000000e+02,"03/11/24 00:00:00",0,0,0.0000000000000000e+00,"m","I"
"576PDVS2",107,"P0001172",,"TUBERIA DE AGUAS CLARAS, DE PVC ASTM SOLDADA PARA AGUA FRIA, DIAMETRO 3/4"" (19mm), ASTM, EMBUTIDA O ENTERRADA. INCLUYE CONEXIONES. ",1.6700000000000003e+01,1.2276850000000000e+04,1.5000000000000000e+02,"04/27/23 00:00:00",8.2000000000000000e+01,"08/18/23 00:00:00",0,0,0.0000000000000000e+00,"m","I"
"576PDVS2",108,"P0001173",,"TUBERIA DE AGUAS CLARAS, DE PVC ASTM SOLDADA PARA AGUA FRIA, DIAMETRO 1"" (25mm), ASTM, EMBUTIDA O ENTERRADA. INCLUYE CONEXIONES. ",1.4199999999999999e+01,3.1675400000000000e+03,7.0000000000000000e+01,"04/27/23 00:00:00",4.6000000000000000e+01,"06/29/23 00:00:00",0,0,0.0000000000000000e+00,"m","I"
"576PDVS2",109,"P0001209",,"TUBERIA DE AGUAS RESIDUALES, PVC, DIAMETRO 2"" (51mm), e=3.2mm EMBUTIDA O ENTERRADA. INCLUYE CONEXIONES. ",1.4230000000000000e+01,6.1895100000000002e+03,1.5000000000000000e+02,"04/27/23 00:00:00",4.2000000000000000e+01,"06/23/23 00:00:00",0,0,0.0000000000000000e+00,"m","I"
"576PDVS2",110,"P0001211",,"TUBERIA DE AGUAS RESIDUALES, PVC, DIAMETRO 4"" (102mm), e=3.2mm EMBUTIDA O ENTERRADA. INCLUYE CONEXIONES. ",2.1680000000000000e+01,1.2379020000000000e+04,2.0000000000000000e+02,"04/27/23 00:00:00",6.2000000000000000e+01,"07/21/23 00:00:00",0,0,0.0000000000000000e+00,"m","I"
"576PDVS2",111,"P0003578",,"SUMINISTRO, TRANSPORTE Y COLOCACION DE TUBERIA DE PVC, D=4"" 110mm COLGANTE PARA AGIAS DE LLUVIA",5.0609999999999999e+01,1.4400000000000000e+03,1.0000000000000000e+02,"04/27/23 00:00:00",1.5000000000000000e+01,"05/17/23 00:00:00",0,0,0.0000000000000000e+00,"ML","I"
"576PDVS2",112,"P0001217",,"TUBERIA PARA VENTILACION, DE PVC LIVIANO e=1.8mm, DIAMETRO 2"" (51mm) . EMBUTIDA O ENTERRADA. INCLUYE CONEXIONES. ",1.7879999999999999e+01,5.3052799999999997e+03,2.5000000000000000e+01,"04/27/23 00:00:00",2.1300000000000000e+02,"02/19/24 00:00:00",0,0,0.0000000000000000e+00,"m","I"
"576PDVS2",113,"P0001250",,"PUNTOS DE AGUAS RESIDUALES, DE PVC, DIAMETRO 2"" (51mm), e=3.2mm EMBUTIDA O ENTERRADA. INCLUYE CONEXIONES. ",2.2780000000000001e+01,5.7600000000000000e+03,2.5000000000000000e+01,"04/27/23 00:00:00",2.3100000000000000e+02,"03/14/24 00:00:00",0,0,0.0000000000000000e+00,"pto","I"
"576PDVS2",114,"P0001251",,"PUNTOS DE AGUAS RESIDUALES, DE PVC, DIAMETRO 4"" (102mm), e=3.2mm EMBUTIDA O ENTERRADA. INCLUYE CONEXIONES. ",3.2689999999999998e+01,1.1520000000000000e+03,2.5000000000000000e+01,"04/27/23 00:00:00",4.7000000000000000e+01,"06/30/23 00:00:00",0,0,0.0000000000000000e+00,"pto","I"
"576PDVS2",115,"P0002930",,"SUMINISTRO, TRANSPORTE Y COLOCACION DE LLAVE DE PASO, TIPO COMPUERTA, DE PVC, DIAMETRO 3/4"" (19mm) .",3.3399999999999999e+01,1.1520000000000000e+03,2.5000000000000000e+01,"04/27/23 00:00:00",4.7000000000000000e+01,"06/30/23 00:00:00",0,0,0.0000000000000000e+00,"pieza","I"
"576PDVS2",116,"P0005841",,"S/T/C DE CENTRO PISO CIRCULAR ESTANDAR, DE BRONCE, PARA TUBO DE DESCARGA EMBUTIDO DE 2"" (51mm) .",1.9640000000000001e+01,3.4560000000000000e+03,4.0000000000000000e+01,"04/27/23 00:00:00",8.7000000000000000e+01,"08/25/23 00:00:00",0,0,0.0000000000000000e+00,"pieza","I"
"576PDVS2",117,"TAPON",,"S/T/C DE TAPON DE REGISTRO, DE BRONCE, PARA TUBO DE DESCARGA EMBUTIDO DE 2"" (51mm) .",1.9640000000000001e+01,2.3040000000000000e+03,4.0000000000000000e+01,"04/27/23 00:00:00",5.8000000000000000e+01,"07/17/23 00:00:00",0,0,0.0000000000000000e+00,"pieza","I"
"576PDVS2",118,"TAPON1",,"S/T/C DE REJILLA DE EXTRACCION DE 4 PULGADAS, DE BRONCE.",3.3250000000000000e+01,1.1520000000000000e+03,8.0000000000000000e+02,"04/27/23 00:00:00",2.0000000000000000e+00,"04/28/23 00:00:00",0,0,0.0000000000000000e+00,"pieza","I"
"576PDVS2",119,"P0001321",,"DUCHA, INCLUYENDO GRUPO MEZCLADOR, POMO  Y REGADERA",1.9750999999999999e+02,1.1520000000000000e+03,3.0000000000000000e+01,"04/27/23 00:00:00",3.9000000000000000e+01,"06/20/23 00:00:00",0,0,0.0000000000000000e+00,"pza","I"
"576PDVS2",120,"P0002986",,"LAVAMANOS  DE 1 LLAVE, BLANCO O COLOR CLARO, DE ANCHO MENOR A 54cm, RECTANGULAR. INCLUYE GRIFERIA,",2.4691999999999999e+02,1.1520000000000000e+03,3.0000000000000000e+01,"04/27/23 00:00:00",3.9000000000000000e+01,"06/20/23 00:00:00",0,0,0.0000000000000000e+00,"pieza","I"
"576PDVS2",121,"P0001303",,"INODORO (SANITARIO) DE ASIENTO, TANQUE, DESCARGA AL PISO, BLANCO O COLOR CLARO, LINEA ECONOMICA CONVENCIONAL. INCLUYE TAPA DE POCETA.",2.4035999999999999e+02,1.1520000000000000e+03,5.0000000000000000e+01,"04/27/23 00:00:00",2.4000000000000000e+01,"05/30/23 00:00:00",0,0,0.0000000000000000e+00,"pza","I"
"576PDVS2",122,"P0001330",,"SUMINISTRO E INSTALACION DE FREGADERO DE UNA PONCHERAS DE ACERO INOXIDABLE. INCLUYE GRIFERIA, LLAVE DE ARRESTO.",2.4517000000000002e+02,5.7600000000000000e+02,3.0000000000000000e+01,"04/27/23 00:00:00",2.0000000000000000e+01,"05/24/23 00:00:00",0,0,0.0000000000000000e+00,"UND","I"
"576PDVS2",123,"P0005453",,"SUMINISTRO, TRANSPORTE E INSTALACION DE EXTRACTORES HELICOIDALES",4.5169999999999999e+02,1.2800000000000000e+02,5.0000000000000000e+00,"04/27/23 00:00:00",2.6000000000000000e+01,"06/01/23 00:00:00",0,0,0.0000000000000000e+00,"UND","I"
"576PDVS2",124,"P0005275",,"SUMINISTRO, TRANSPORTE E INSTALACION DE TANQUE CILINDRICO DE POLIETILENO, AGUAS BLANCAS CAPACIDAD 900 LTS.",2.5960000000000002e+02,5.7600000000000000e+02,2.0000000000000000e+01,"04/27/23 00:00:00",2.9000000000000000e+01,"06/06/23 00:00:00",0,0,0.0000000000000000e+00,"Und.","I"
"576PDVS2",125,"P0005901",,"SUMINISTRO Y COLOCACION DE BATEA DE PLASTICO 1 LLAVES, 1 PONCHERA",1.4109999999999999e+02,5.7600000000000000e+02,1.0000000000000000e+01,"04/27/23 00:00:00",5.8000000000000000e+01,"07/17/23 00:00:00",0,0,0.0000000000000000e+00,"pza","I"
"576PDVS2",126,"P0003579",,"SUMINISTRO, TRANSPORTE Y COLOCACION DE TUBERIA DE HIERRO GALVANIZADO DE D=4"" 110mm , PARA BOMBEROS.",3.5509999999999998e+01,5.0000000000000000e+03,1.5000000000000000e+02,"04/27/23 00:00:00",3.4000000000000000e+01,"06/13/23 00:00:00",0,0,0.0000000000000000e+00,"ML","I"
"576PDVS2",127,"CAJAMED1",,"SUMINISTRO E INSTALACION DE HIDRANTE DE 4"" Y 6""",1.2924100000000001e+03,1.0000000000000000e+01,1.5000000000000000e+01,"04/27/23 00:00:00",6.7000000000000004e-01,"04/27/23 00:00:00",0,0,0.0000000000000000e+00,"pza","I"
"576PDVS2",128,"CAJAMED2",,"SUMINISTRO E INSTALACION DE CAJA Y MANGUERA DE 30 METROS PARA BOMBEROS.",6.0931000000000006e+02,9.6000000000000000e+01,1.5000000000000000e+01,"04/27/23 00:00:00",7.0000000000000000e+00,"05/05/23 00:00:00",0,0,0.0000000000000000e+00,"S.G","I"
