CodObr,NumCon,Descri,PreSoc,Admini,Utilid,Financ,Calcul,Reviso,Propie,Extras,FecPre,SimMon,DesMon,AplISV,PorISV,ZonCri,DesR01,PorR01,DesR02,PorR02,DesR03,PorR03,DesR04,PorR04,DesR05,PorR05,DesR06,PorR06,DesB01,Bono01,Limi01,DesB02,Bono02,Limi02,DesB03,Bono03,Limi03,HorDia,GasMed,Status,PorVal,NomDia,MonPor,MonR01,MonR02,MonR03,MonR04,MonR05,MonR06,TarCom,UtiISV,FinConUti,TitAdm,TitUti,TitFin,EscMtos,FecCro,Transp,Coste,TitTra,AplDobPre,TitCos,PreSoc2,WeekEnd,DireProp
"576PDVS2","S/N","URBANISMO Y CONSTRUCCION DE 576 VIVIENDAS MULTIFAMILIARES, ESTRUCTURA EN ENCOFRADO MONOLITICO, TIPO TUNEL, UBICADA EN LA URBANIZACION YAIMA, LOS SEMERUCOS, PUNTO FIJO,  EDO. FALCON.",3.5000000000000000e+02,1.5000000000000000e+01,1.0000000000000000e+01,0.0000000000000000e+00,"ING. CARLA DI MATTEO","ING. CARLO DI MATTEO","PDVSA",9999,"04/27/23 00:00:00","$","DOLARES","P",1.6000000000000000e+01,,"% Anticipo",0.0000000000000000e+00,"% Retención Laboral",0.0000000000000000e+00,"% Retención Fiel Cumplimiento",0.0000000000000000e+00,,0.0000000000000000e+00,,0.0000000000000000e+00,,0.0000000000000000e+00,"BONO ALIMENTICIO",0.0000000000000000e+00,0.0000000000000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,8.0000000000000000e+00,"N","N",,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.00000000e+00,"S","N","% Administración:","% Utilidad:","% Financiamiento:",3,"04/27/23 00:00:00",0.0000000000000000e+00,0.0000000000000000e+00,,"N",,0.0000000000000000e+00,"SD",
