CodEqu,CodFam,CosEqu,CosDia,Deprec,Transp,FecEqu,Dep01,Provee,Man01,Rep01,PorNacImp,TipEqu,Importado,CodAlt,Descri
"EQUI0063","00",1.9000000000000000e+02,9.4999999999999996e-01,5.0000000000000001e-03,"N","04/24/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"CARRETON BUGGI 150 L RUEDAS DE GOMA"
"EQUI0068","00",1.5000000000000000e+01,1.7999999999999999e-01,1.2000000000000000e-02,,"01/30/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"CEPILLO DE CARPINTERO STANLEY 15"""
"EQUI0069","00",4.1180000000000000e+01,4.0999999999999998e-01,1.0000000000000000e-02,,"02/17/09 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"CEPILLO DE GOMA PARA FRISAR 6"""
"EQUI0073","01",3.0000000000000000e+01,2.9999999999999999e-01,1.0000000000000000e-02,,"01/30/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"CINTA METRICA DE ACERO DE 5 m, MARCA STANLEY"
"EQUI0074","00",2.0000000000000000e+01,2.0000000000000001e-01,1.0000000000000000e-02,,"01/30/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"CINTA METRICA 50 Mts. MARCA STANLEY (T/TOPOGRAFO)"
"EQUI0077","00",2.1231999999999999e+02,1.0600000000000001e+00,5.0000000000000001e-03,,"12/10/08 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"CINTA PASACABLES 100´(1/8"") C/CAJA MOD.438-10 GREENLEE"
"EQUI0078","00",3.0037000000000000e+02,1.5000000000000000e+00,5.0000000000000001e-03,,"12/10/08 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"CINTA PASACABLES GREENLEE (1/4"") 6.35mm x 61m (R538-20)"
"EQUI0080","00",3.0000000000000000e+01,2.9999999999999999e-01,1.0000000000000000e-02,,"01/30/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"CIZALLA TIPO TIJERA (MANUAL) 24"" GREELEE MOD.783"
"EQUI0091","00",1.2000000000000000e+02,1.2000000000000000e+02,1.0000000000000000e+00,,"01/30/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"COMPACTADORA DE PLANCHA 0.40x0.40 (GASOLINA)"
"EQUI0106","01",1.2000000000000000e+02,1.2000000000000000e+00,1.0000000000000000e-02,,"01/31/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"CORBATA P/ENCOFRADO DE COLUMNA JUEGO=4 UND L=0.90 Mt"
"EQUI0109","01",1.5000000000000000e+02,1.5000000000000000e+02,1.0000000000000000e+00,,"01/31/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"CORTADORA DE CABILLA HASTA 1.3/8"" AUTOMATICA"
"EQUI0114","00",7.8328699999999999e+03,7.8329999999999998e+01,1.0000000000000000e-02,,"02/17/09 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"CORTADORA DE TUBOS MANUAL 1/8""-2"""
"EQUI0116","00",7.0120000000000005e+01,6.9999999999999996e-01,1.0000000000000000e-02,,"12/10/12 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"CUCHARA DE 6"" BELLOTA REF.5842-C"
"EQUI0118","00",2.0000000000000000e+02,2.0000000000000000e+02,1.0000000000000000e+00,,"01/30/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"CHUTO MACK 35 TON R-688-SX-HD ó R-688-SX-HDT"
"EQUI0124","01",1.5000000000000000e+02,1.5000000000000000e+02,1.0000000000000000e+00,,"01/31/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"DOBLADORA DE CABILLA HASTA 1-3/8"""
"EQUI0133","01",5.0972000000000003e+02,5.0972000000000003e+02,1.0000000000000000e+00,,"04/11/11 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"ELEVADOR DE CABALLETE CAP=500 KG, 3F 220V ELECT."
"EQUI0138","00",3.2225999999999999e+02,2.6940000000000001e+01,8.3599999999999994e-02,,"02/17/09 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"EQUIPO BASICO PARA UN ALBAÑIL"
"EQUI0140","00",2.8000000000000000e+02,2.8000000000000000e+02,1.0000000000000000e+00,,"01/30/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"EQUIPO D/ENGRASE SOBRE CAMION ESTACAS 7000"
"EQUI0142","00",9.9980000000000004e+01,9.9980000000000004e+01,1.0000000000000000e+00,,"12/10/08 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"EQUIPO DE OXIACETILENO C/ACCESORIOS"
"EQUI0143","00",2.6500000000000000e+03,9.2799999999999994e+00,3.5000000000000001e-03,,"02/17/09 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"EQUIPO DE OXICORTE HARRIS MASTER II C/ACCESORIOS"
"EQUI0164","01",7.6000000000000000e+03,3.6399999999999999e+01,4.7900000000000000e-03,,"04/24/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"EQUIPO PARA INSTALACION ELECTRICA"
"EQUI0165","01",7.3119399999999996e+03,5.6299999999999997e+01,7.7000000000000002e-03,,"04/11/11 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"EQUIPO PARA INSTALACIONES SANITARIAS (H.G)"
"EQUI0172","00",2.1930000000000000e+01,2.1930000000000000e+01,1.0000000000000000e+00,,"02/17/09 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"EQUIPO SILK SCREEN"
"EQUI0173","00",5.7854999999999995e+02,5.7900000000000000e+00,1.0000000000000000e-02,,"02/17/09 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"ESCALERA EXTENSIBLE ALUMINIO 20 TRAMOS"
"EQUI0174","00",4.8304000000000002e+02,2.4199999999999999e+00,5.0000000000000001e-03,,"02/17/09 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"ESCALERA TIPO TIJERA DE ALUMINIO 12 TRAMOS"
"EQUI0175","00",2.9272000000000003e+02,1.4600000000000000e+00,5.0000000000000001e-03,,"02/17/09 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"ESCALERA TIPO TIJERA DE ALUMINIO 7 TRAMOS"
"EQUI0177","00",1.0000000000000000e+02,1.0000000000000000e+00,1.0000000000000000e-02,,"01/30/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"ESCUADRA METALICA ALUMINIO MARCA ESPN (60x40CM)"
"EQUI0181","00",4.5000000000000000e+02,1.5800000000000001e+00,3.5000000000000001e-03,,"01/31/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"ESMERIL PORTATIL 7"" BOSCH 8500rpm 2300W MOD.1753"
"EQUI0183","00",1.1550000000000001e+01,1.2000000000000000e-01,1.0000000000000000e-02,,"02/17/09 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"ESPATULA 4"""
"EQUI0194","00",6.7640000000000001e+01,6.8000000000000005e-01,1.0000000000000000e-02,,"12/10/08 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"EXTENSION DE ALUMINIO P/RODILLO 1,5 A 3 Mts CERDEX"
"EQUI0201","00",1.5000000000000000e+05,3.0000000000000000e+02,2.0000000000000000e-03,"N","03/08/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"GRUA HIDRAULICA 4TON-M"
"EQUI0203","00",3.3079999999999998e+01,3.3000000000000002e-01,1.0000000000000000e-02,,"02/17/09 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"GUANTES FORRADOS"
"EQUI0208","00",5.3455370000000003e+04,1.3363999999999999e+02,2.5000000000000001e-03,,"12/10/08 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"HALACABLES ELECTRICO 4000Lbs GREENLEE MOD.686"
"EQUI0214","00",2.0000000000000000e+01,5.9999999999999998e-02,3.0000000000000001e-03,,"01/30/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"JALONES PARA TOPOGRAFIA"
"EQUI0217","00",2.1361000000000001e+02,2.1400000000000001e+00,1.0000000000000000e-02,,"12/10/08 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"JUEGO DE ATORNILLADORES 15 PZAS STANLEY"
"EQUI0219","00",4.3500000000000000e+01,4.4000000000000000e-01,1.0000000000000000e-02,,"01/31/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"JUEGO DE LLAVES COMBINADAS Pulg. ó Milim. 1-1/2"""
"EQUI0228","00",2.0000000000000000e+02,2.0000000000000000e+02,1.0000000000000000e+00,,"01/30/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"LOW BOY ORINOCO LB60T-CCB-CD-26-20 CUELLO DESMONTABLE"
"EQUI0229","00",1.3133000000000001e+02,1.3100000000000001e+00,1.0000000000000000e-02,,"02/17/09 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"LLAVE AJUSTABLE 8"" ACCESA"
"EQUI0233","00",3.0000000000000000e+01,2.9999999999999999e-01,1.0000000000000000e-02,,"01/31/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"LLAVE DE TUBO # 14 RIDGID"
"EQUI0238","00",2.5460000000000001e+01,2.5460000000000001e+01,1.0000000000000000e+00,,"12/10/08 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"MANDARRIA 10 KG"
"EQUI0243","00",1.2000000000000000e+02,9.5999999999999996e-01,8.0000000000000002e-03,,"01/30/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"MANGUERA PLASTICA DE 1/2"" L=100 MTS(TIPO CULEBRA)"
"EQUI0247","00",6.7400000000000006e+01,6.7000000000000004e-01,1.0000000000000000e-02,,"12/10/08 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"MARTILLO DE GOMA 20 OZ"
"EQUI0253","00",4.0000000000000000e+01,4.0000000000000002e-01,1.0000000000000000e-02,,"01/30/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"MARTILLO PARA CARPINTERO"
"EQUI0259","00",1.5000000000000000e+02,1.5000000000000000e+02,1.0000000000000000e+00,,"01/30/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"MINICARGADOR CAT 226B (MINISHOVEL)"
"EQUI0267","00",3.0000000000000000e+02,3.0000000000000000e+02,1.0000000000000000e+00,,"01/30/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"MOTONIVELADORA CAT 140H CON RIPPER"
"EQUI0275","00",8.0000000000000000e+01,8.0000000000000004e-01,1.0000000000000000e-02,,"01/30/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"NIVEL DE 3 BURBUJAS 14"" STANLEY"
"EQUI0277","00",1.3000000000000000e+02,1.3000000000000000e-01,1.0000000000000000e-03,,"01/30/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"NIVEL WILD NA828 CON TRIPODE DE ALUMINIO"
"EQUI0278","00",7.3500000000000000e+01,7.3999999999999999e-01,1.0000000000000000e-02,,"02/17/09 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"PALA RECTANGULAR (M/METAL NEGRO) BELLOTA"
"EQUI0279","00",4.0000000000000000e+01,4.0000000000000002e-01,1.0000000000000000e-02,,"01/30/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"PALA REDONDA"
"EQUI0284","00",5.0000000000000000e+01,5.0000000000000000e-01,1.0000000000000000e-02,,"01/30/23 00:00:00",1.00000000e+00,,0.00000000e+00,0.00000000e+00,1.0000000000000000e+02,0,0,,"PICO PUNTA Y PALA BELLOTA"
