CodObr,NumPar,CodPar,RenPar,CanPar,PreUni,SubPar,HorHom,UniMat,UniEqu,UniMan,DiaCom,Puindi,PreSoc,AdmIni,Utilid,Financ,Divid1,DiaCo1,CapPar,RenDi2,fECiNI,Nota01,AplISV,Nota02,PorISV,STotMat,STotEqu,SSubMan,SPreSoc,STotB01,STotB02,StotB03,STotMan,SCosDir,SAdmini,SUtilid,SFinanc,SImpues,SHorHom,SDurDia,SCosHom,DiaIni,STotGas,STotPar,PreSoc2,STarCom,SSubMan2,SPreSoc2,CodGru
"576PDVS2",90,"P0002673",1.0000000000000000e+03,1.4400000000000000e+05,2.8700000000000001e+00," ",2.4192000000000000e+04,1.0100000000000000e+00,1.0000000000000000e-02,1.2500000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.5000000000000000e+02,1.5000000000000000e+01,1.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00," ",0.0000000000000000e+00,,,"P",,1.6000000000000000e+01,1.0100000000000000e+00,7.5500000000000007e+00,2.7800000000000000e+02,9.7300000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2510000000000000e+03,2.2700000000000000e+00,3.4000000000000002e-01,2.6000000000000001e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.4192000000000000e+04,1.4400000000000000e+02,7.4404761904761907e+00,,0.0000000000000000e+00,4.1328000000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
"576PDVS2",91,"P0002674",2.8000000000000000e+02,3.9272730000000003e+04,2.1699999999999999e+00," ",4.7688315000000011e+03,7.7000000000000002e-01,2.9999999999999999e-02,9.1000000000000003e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.5000000000000000e+02,1.5000000000000000e+01,1.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00," ",0.0000000000000000e+00,,,"P",,1.6000000000000000e+01,7.7000000000000002e-01,7.5500000000000007e+00,5.6500000000000000e+01,1.9775000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.5425000000000000e+02,1.7100000000000000e+00,2.6000000000000001e-01,2.0000000000000001e-01,0.0000000000000000e+00,0.0000000000000000e+00,4.7688315000000011e+03,1.4025975000000003e+02,7.4941176470588218e+00,,0.0000000000000000e+00,8.5221820000000007e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
"576PDVS2",92,"*CABLE28",2.5000000000000000e+02,2.5500000000000000e+04,4.2400000000000002e+00," ",3.4680000000000000e+03,2.2700000000000000e+00,1.4999999999999999e-01,9.3000000000000005e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.5000000000000000e+02,1.5000000000000000e+01,1.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00," ",0.0000000000000000e+00,,,"P",,1.6000000000000000e+01,2.2700000000000000e+00,3.6399999999999999e+01,5.1649999999999999e+01,1.8078000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.3243000000000001e+02,3.3500000000000001e+00,5.0000000000000000e-01,3.9000000000000001e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.4680000000000000e+03,1.0200000000000000e+02,6.8382352941176467e+00,,0.0000000000000000e+00,1.0812000000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
"576PDVS2",93,"P0001013",4.0000000000000000e+01,6.3360000000000000e+03,8.8200000000000003e+00," ",2.6611200000000003e+03,3.0600000000000001e+00,6.7000000000000004e-01,3.2400000000000002e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.5000000000000000e+02,1.5000000000000000e+01,1.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00," ",0.0000000000000000e+00,,,"P",,1.6000000000000000e+01,3.0600000000000001e+00,2.6690000000000001e+01,2.8800000000000001e+01,1.0080000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2959999999999999e+02,6.9700000000000006e+00,1.0500000000000000e+00,8.0000000000000004e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.6611200000000003e+03,1.5840000000000001e+02,7.7142857142857144e+00,,0.0000000000000000e+00,5.5883519999999997e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
"576PDVS2",94,"P0001017",4.0000000000000000e+01,6.3360000000000000e+03,6.5700000000000003e+00," ",2.6611200000000003e+03,1.8000000000000000e+00,1.4999999999999999e-01,3.2400000000000002e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.5000000000000000e+02,1.5000000000000000e+01,1.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00," ",0.0000000000000000e+00,,,"P",,1.6000000000000000e+01,1.8000000000000000e+00,6.0299999999999994e+00,2.8800000000000001e+01,1.0080000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2959999999999999e+02,5.1900000000000004e+00,7.8000000000000003e-01,5.9999999999999998e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.6611200000000003e+03,1.5840000000000001e+02,7.7142857142857144e+00,,0.0000000000000000e+00,4.1627519999999997e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
"576PDVS2",95,"P0001049",5.0000000000000000e+01,6.3360000000000000e+03,2.3460000000000001e+01," ",1.0137600000000000e+04,6.8399999999999999e+00,1.0000000000000001e-01,1.1609999999999999e+01,0.0000000000000000e+00,0.0000000000000000e+00,3.5000000000000000e+02,1.5000000000000000e+01,1.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00," ",0.0000000000000000e+00,,,"P",,1.6000000000000000e+01,6.8399999999999999e+00,4.9099999999999993e+00,1.2900000000000000e+02,4.5150000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.8050000000000000e+02,1.8550000000000001e+01,2.7799999999999998e+00,2.1299999999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0137600000000000e+04,1.2672000000000000e+02,7.2562499999999988e+00,,0.0000000000000000e+00,1.4864256000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
"576PDVS2",96,"P0001042",5.0000000000000000e+01,4.6080000000000000e+03,2.4090000000000000e+01," ",7.3727999999999993e+03,7.3399999999999999e+00,8.9999999999999997e-02,1.1609999999999999e+01,0.0000000000000000e+00,0.0000000000000000e+00,3.5000000000000000e+02,1.5000000000000000e+01,1.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00," ",0.0000000000000000e+00,,,"P",,1.6000000000000000e+01,7.3399999999999999e+00,4.5199999999999996e+00,1.2900000000000000e+02,4.5150000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.8050000000000000e+02,1.9039999999999999e+01,2.8599999999999999e+00,2.1899999999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.3727999999999993e+03,9.2159999999999997e+01,7.2562500000000005e+00,,0.0000000000000000e+00,1.1100672000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
"576PDVS2",97,"P0001053",2.0000000000000000e+01,5.7600000000000000e+02,1.2928999999999999e+02," ",2.7878400000000001e+03,6.6129999999999995e+01,5.6999999999999995e-01,3.5509999999999998e+01,0.0000000000000000e+00,0.0000000000000000e+00,3.5000000000000000e+02,1.5000000000000000e+01,1.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00," ",0.0000000000000000e+00,,,"P",,1.6000000000000000e+01,6.6129999999999995e+01,1.1430000000000000e+01,1.5780000000000001e+02,5.5229999999999995e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.1010000000000002e+02,1.0220999999999999e+02,1.5330000000000000e+01,1.1750000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,2.7878400000000001e+03,2.8800000000000001e+01,7.3367768595041314e+00,,0.0000000000000000e+00,7.4471039999999994e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
"576PDVS2",98,"BREAKER",2.8000000000000000e+01,5.7600000000000000e+02,3.8390000000000001e+01," ",3.7028571428571433e+02,2.5079999999999998e+01,2.0999999999999999e-01,5.0599999999999996e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.5000000000000000e+02,1.5000000000000000e+01,1.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00," ",0.0000000000000000e+00,,,"P",,1.6000000000000000e+01,2.5079999999999998e+01,6.0099999999999998e+00,3.1500000000000000e+01,1.1025000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4175000000000000e+02,3.0349999999999998e+01,4.5499999999999998e+00,3.4900000000000002e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.7028571428571433e+02,2.0571428571428573e+01,7.8711111111111096e+00,,0.0000000000000000e+00,2.2112639999999999e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
"576PDVS2",99,"P0005133",2.8000000000000000e+01,2.3040000000000000e+03,2.1849999999999998e+01," ",1.4811428571428573e+03,1.2000000000000000e+01,2.0999999999999999e-01,5.0599999999999996e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.5000000000000000e+02,1.5000000000000000e+01,1.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00," ",0.0000000000000000e+00,,,"P",,1.6000000000000000e+01,1.2000000000000000e+01,6.0099999999999998e+00,3.1500000000000000e+01,1.1025000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4175000000000000e+02,1.7270000000000000e+01,2.5899999999999999e+00,1.9900000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4811428571428573e+03,8.2285714285714292e+01,7.8711111111111096e+00,,0.0000000000000000e+00,5.0342400000000001e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
