CodPar,CodIns,CanIns,Deprec,Contad,CodAlt
"P0001367","EQUI0061",2.0000000000000000e+00,3.5000000000000001e-03,30284,
"P0001367","EQUI0361",2.0000000000000000e+00,3.0000000000000001e-03,30285,
"P0001367","FIORI",4.0000000000000000e+00,1.0000000000000000e+00,30286,
"P0001661","EQUI0091",1.0000000000000000e+00,1.0000000000000000e+00,30287,
"P0001661","EQUI0259",5.0000000000000000e-01,1.0000000000000000e+00,30288,
"P0001661","EQUI0278",2.0000000000000000e+00,1.0000000000000000e-02,30289,
"P0001661","EQUI0061",2.0000000000000000e+00,3.5000000000000001e-03,30290,
"P0002002","EQUI0091",2.0000000000000000e+00,1.0000000000000000e+00,30291,
"P0002002","EQUI0279",8.0000000000000000e+00,1.0000000000000000e-02,30292,
"P0002002","EQUI0243",2.0000000000000000e+00,8.0000000000000002e-03,30293,
"P0002002","EQUI0061",4.0000000000000000e+00,3.5000000000000001e-03,30294,
"P0002329","EQUI0015",2.0000000000000000e+00,1.0000000000000000e-02,30295,
"P0002329","EQUI0322",2.0000000000000000e+00,1.0000000000000000e-02,30296,
"P0002329","EQUI0253",2.0000000000000000e+00,1.0000000000000000e-02,30297,
"P0002329","EQUI0177",2.0000000000000000e+00,1.0000000000000000e-02,30298,
"P0002329","EQUI0275",2.0000000000000000e+00,1.0000000000000000e-02,30299,
"P0002329","EQUI0073",3.0000000000000000e+00,1.0000000000000000e-02,30300,
"P0002329","EQUI0326",3.3000000000000002e-01,2.5000000000000001e-03,30301,
"P0002329","EQUI0068",1.0000000000000000e+00,1.2000000000000000e-02,30302,
"P0002329","EQUI0063",1.0000000000000000e+00,3.5500000000000002e-03,30303,
"P0002329","EQUI0007",2.0000000000000000e+00,1.0000000000000000e+00,30304,
"P0002544","EQUI0253",1.0000000000000000e+01,1.0000000000000000e-02,30305,
"P0005864","EQUI0219",1.0000000000000000e+00,1.0000000000000000e-02,30431,
"P0005865","EQUI0031",1.0000000000000001e-01,1.0000000000000000e+00,30433,
"P0005865","EQUI0229",2.0000000000000000e+00,1.0000000000000000e-02,30434,
"P0005865","EQUI0219",1.0000000000000000e+00,1.0000000000000000e-02,30435,
"P0005865","EQUI0275",1.0000000000000000e+00,1.0000000000000000e-02,30436,
"P0005866","EQUI0031",1.0000000000000001e-01,1.0000000000000000e+00,30437,
"P0005866","EQUI0229",2.0000000000000000e+00,1.0000000000000000e-02,30438,
"P0005866","EQUI0219",1.0000000000000000e+00,1.0000000000000000e-02,30439,
"P0005866","EQUI0275",1.0000000000000000e+00,1.0000000000000000e-02,30440,
"P0005868","EQUI0342",1.0000000000000000e+00,1.0000000000000000e-02,30441,
"P0005868","EQUI0219",1.0000000000000000e+00,1.0000000000000000e-02,30442,
"P0005868","EQUI0001",1.0000000000000000e+00,1.0000000000000000e-02,30443,
"P0005868","EQUI0073",1.0000000000000000e+00,1.0000000000000000e-02,30444,
"P0005868","EQUI0042",1.0000000000000000e+00,1.0000000000000000e+00,30445,
"P0005872","EQUI0106",3.6000000000000001e+00,1.0000000000000000e-02,30446,
"P0005872","EQUI0015",2.0000000000000000e+00,1.0000000000000000e-02,30447,
"P0005872","EQUI0322",2.0000000000000000e+00,1.0000000000000000e-02,30448,
"P0005888","EQUI0143",1.0000000000000000e+00,3.5000000000000001e-03,30456,
"P0005888","EQUI0330",1.0000000000000000e+00,3.5000000000000001e-03,30457,
"P0005888","EQUI0181",1.0000000000000000e+00,3.5000000000000001e-03,30458,
"P0005893","EQUI0051",1.0000000000000001e-01,1.0000000000000000e+00,30459,
"P0005894","EQUI0285",2.0000000000000000e+00,1.0000000000000000e-02,30460,
"P0005894","EQUI0217",1.0000000000000000e+00,1.0000000000000000e-02,30461,
"P0005894","EQUI0001",2.0000000000000000e+00,1.0000000000000000e-02,30462,
"P0005894","EQUI0175",1.0000000000000000e+00,5.0000000000000001e-03,30463,
"P0005858","*CAMIO03",3.0000000000000000e+00,2.0000000000000000e-03,30554,
"P0005895","EQUI0343",2.0000000000000000e+00,1.0000000000000000e-02,30466,
"P0005895","EQUI0031",2.0000000000000001e-01,1.0000000000000000e+00,30467,
"P0005895","EQUI0342",1.0000000000000000e+00,1.0000000000000000e-02,30468,
"P0005895","EQUI0001",1.0000000000000000e+00,1.0000000000000000e-02,30469,
"P0005895","EQUI0080",1.0000000000000000e+00,1.0000000000000000e-02,30470,
"P0005896","EQUI0229",1.0000000000000000e+00,1.0000000000000000e-02,30471,
"P0005896","EQUI0238",1.0000000000000000e+00,1.0000000000000000e+00,30472,
"P0005896","EQUI0275",1.0000000000000000e+00,1.0000000000000000e-02,30473,
"P0005896","EQUI0073",1.0000000000000000e+00,1.0000000000000000e-02,30474,
"P0005896","EQUI0042",1.0000000000000000e+00,1.0000000000000000e+00,30475,
"P0005896","EQUI0080",1.0000000000000000e+00,1.0000000000000000e-02,30476,
"EDF-0901","EQUI0217",4.0000000000000000e+00,1.0000000000000000e-02,30009,
"EDF-0901","EQUI0253",4.0000000000000000e+00,1.0000000000000000e-02,30010,
"EDF-0901","EQUI0275",4.0000000000000000e+00,1.0000000000000000e-02,30011,
"EDF-0901","EQUI0073",4.0000000000000000e+00,1.0000000000000000e-02,30012,
"EDF-0901","EQUI0181",1.0000000000000000e+00,3.5000000000000001e-03,30013,
"EDF-0901","EQUI0333",1.0000000000000000e+00,1.0000000000000000e-02,30014,
"EDF-9004","EQUI0109",1.0000000000000000e+00,1.0000000000000000e+00,30015,
"EDF-9004","EQUI0342",4.0000000000000000e+00,1.0000000000000000e-02,30016,
"EDF-9004","EQUI0001",4.0000000000000000e+00,1.0000000000000000e-02,30017,
"EDF-9004","EQUI0073",3.0000000000000000e+00,1.0000000000000000e-02,30018,
"P0000211","EQUI0069",2.0000000000000000e+00,1.0000000000000000e-02,30084,
"P0000653","EQUI0342",1.4000000000000000e+01,1.0000000000000000e-02,30101,
"P0000653","EQUI0001",1.2000000000000000e+01,1.0000000000000000e-02,30102,
"P0000653","EQUI0073",1.2000000000000000e+01,1.0000000000000000e-02,30103,
"P0000653","EQUI0080",8.0000000000000000e+00,1.0000000000000000e-02,30104,
"P0000726","EQUI0007",1.0000000000000000e+01,1.0000000000000000e+00,30121,
"P0003898","EQUI0175",1.0000000000000000e+00,5.0000000000000001e-03,30363,
"P0003898","EQUI0024",2.0000000000000000e+00,1.0000000000000000e-02,30364,
"P0005275","EQUI0133",1.3000000000000000e-01,1.0000000000000000e+00,30390,
"P0005275","EQUI0165",1.0000000000000000e+00,7.7000000000000002e-03,30391,
"P0005453","EQUI0164",1.0000000000000000e+00,4.7900000000000000e-03,30392,
"P0005815","EQUI0279",3.0000000000000000e+00,1.0000000000000000e-02,30402,
"P0005815","EQUI0116",2.0000000000000000e+00,1.0000000000000000e-02,30403,
"P0005815","EQUI0063",4.0000000000000000e+00,3.5500000000000002e-03,30404,
"P0005815","BOMCON",1.0000000000000000e+00,3.0000000000000001e-03,30405,
"P0005815","FIORI",2.0000000000000000e+00,1.0000000000000000e+00,30406,
"P0005864","EQUI0275",1.0000000000000000e+00,1.0000000000000000e-02,30432,
"P0005872","EQUI0253",2.0000000000000000e+00,1.0000000000000000e-02,30449,
"P0005872","EQUI0177",2.0000000000000000e+00,1.0000000000000000e-02,30450,
"P0005872","EQUI0275",2.0000000000000000e+00,1.0000000000000000e-02,30451,
"P0005872","EQUI0326",3.3000000000000002e-01,2.5000000000000001e-03,30452,
"P0005872","EQUI0068",1.0000000000000000e+00,1.2000000000000000e-02,30453,
"P0005872","EQUI0063",1.0000000000000000e+00,3.5500000000000002e-03,30454,
"P0005872","EQUI0366",5.0000000000000000e-01,2.5000000000000001e-03,30455,
"P0005901","EQUI0351",1.0000000000000000e+00,1.0000000000000000e-02,30477,
"P0005901","EQUI0116",1.0000000000000000e+00,1.0000000000000000e-02,30478,
"P0005901","EQUI0275",1.0000000000000000e+00,1.0000000000000000e-02,30479,
"P0005901","EQUI0073",1.0000000000000000e+00,1.0000000000000000e-02,30480,
"P0005901","EQUI0335",1.0000000000000000e+00,1.0000000000000000e-02,30481,
"P0005901","EQUI0233",2.0000000000000000e+00,1.0000000000000000e-02,30482,
"P0005901","EQUI0061",1.0000000000000000e+00,3.5000000000000001e-03,30483,
"P0005902","EQUI0005",4.0000000000000000e+00,5.0000000000000001e-03,30484,
"P0005902","EQUI0253",2.0000000000000000e+00,1.0000000000000000e-02,30485,
"CALBRE3","EQUI0285",2.0000000000000000e+00,1.0000000000000000e-02,29999,
"CALBRE3","EQUI0217",1.0000000000000000e+00,1.0000000000000000e-02,30000,
"CALBRE3","EQUI0219",1.0000000000000000e+00,1.0000000000000000e-02,30001,
"CALBRE3","EQUI0074",1.0000000000000000e+00,1.0000000000000000e-02,30002,
"CALBRE3","EQUI0175",2.0000000000000000e+00,5.0000000000000001e-03,30003,
"CALBRE3","EQUI0073",2.0000000000000000e+00,1.0000000000000000e-02,30004,
"CALBRE3","EQUI0208",1.0000000000000000e+00,2.5000000000000001e-03,30005,
"CALBRE3","EQUI0077",1.0000000000000000e+00,5.0000000000000001e-03,30006,
"CALBRE3","EQUI0078",1.0000000000000000e+00,5.0000000000000001e-03,30007,
"CALBRE3","EQUI0363",1.0000000000000000e+00,3.0000000000000001e-03,30008,
"ESTRUC27","EQUI0143",1.0000000000000000e+00,3.5000000000000001e-03,30020,
"ESTRUC27","EQUI0201",1.0000000000000000e+00,2.0000000000000000e-03,30021,
"ESTRUC27","EQUI0330",2.0000000000000000e+00,3.5000000000000001e-03,30022,
"ESTRUC27","EQUI0181",1.0000000000000000e+00,3.5000000000000001e-03,30023,
"P0005902","EQUI0177",2.0000000000000000e+00,1.0000000000000000e-02,30486,
"P0005902","EQUI0275",2.0000000000000000e+00,1.0000000000000000e-02,30487,
"P0005902","ENCOFRAD",1.0000000000000000e+00,6.3000000000000000e-03,30488,
"P0005904","EQUI0362",2.0000000000000000e+00,3.0000000000000001e-03,30489,
"P0005904","EQUI0279",3.0000000000000000e+00,1.0000000000000000e-02,30490,
"P0005904","EQUI0116",2.0000000000000000e+00,1.0000000000000000e-02,30491,
"P0005904","EQUI0063",4.0000000000000000e+00,3.5500000000000002e-03,30492,
"P0005904","FIORI",1.0000000000000000e+00,1.0000000000000000e+00,30493,
"PAR0942","*PISTOLA",1.0000000000000000e+00,3.5000000000000001e-03,30494,
"PAR0942","*PINZAS1",2.0000000000000000e+00,1.0000000000000000e-02,30495,
"PAR0942","*DESTOR1",1.0000000000000000e+00,5.4999999999999997e-03,30496,
"PAR0942","*ALICAT2",2.0000000000000000e+00,1.0000000000000000e-02,30497,
"PAR0942","*ESCALE1",1.0000000000000000e+00,5.4999999999999997e-03,30498,
"PAR0942","*TALADR1",5.0000000000000000e-01,5.0999999999999997e-02,30499,
"PAR0942","*AMPERM1",1.0000000000000000e+00,3.0000000000000001e-03,30500,
"TEGDG","EQUI0342",1.0000000000000000e+00,1.0000000000000000e-02,30501,
"TEGDG","EQUI0219",1.0000000000000000e+00,1.0000000000000000e-02,30502,
"TEGDG","EQUI0001",1.0000000000000000e+00,1.0000000000000000e-02,30503,
"TEGDG","EQUI0073",1.0000000000000000e+00,1.0000000000000000e-02,30504,
"TEGDG","EQUI0042",5.0000000000000000e-01,1.0000000000000000e+00,30505,
"UP333","ALB002",1.0000000000000000e+00,3.7999999999999999e-02,30513,
"*ALBAÑ52","*EQUIP05",1.0000000000000000e+00,1.0000000000000000e-02,29983,
"P0005894","EQUI0031",1.0000000000000000e+00,1.0000000000000000e+00,30560,
"FEFF","EQUI0031",1.0000000000000001e-01,1.0000000000000000e+00,30024,
"FEFF","EQUI0229",2.0000000000000000e+00,1.0000000000000000e-02,30025,
"FEFF","EQUI0219",1.0000000000000000e+00,1.0000000000000000e-02,30026,
"P0000211","EQUI0063",4.0000000000000000e+00,3.5500000000000002e-03,30085,
"P0000211","FIORI",2.0000000000000000e+00,1.0000000000000000e+00,30086,
"P0000647","EQUI0109",1.0000000000000000e+00,1.0000000000000000e+00,30092,
"P0000647","EQUI0342",4.0000000000000000e+00,1.0000000000000000e-02,30093,
"P0000647","EQUI0001",4.0000000000000000e+00,1.0000000000000000e-02,30094,
"P0000647","EQUI0073",3.0000000000000000e+00,1.0000000000000000e-02,30095,
"P0000647","EQUI0124",1.0000000000000000e+00,1.0000000000000000e+00,30096,
"P0000738","EQUI0061",1.0000000000000000e+01,3.5000000000000001e-03,30143,
"P0000936","EQUI0073",2.0000000000000000e+00,1.0000000000000000e-02,30189,
"P0000936","EQUI0288",6.6000000000000003e-01,5.0000000000000001e-03,30190,
"*ALBAÑ52","COP078",2.0000000000000000e+00,1.0000000000000000e+00,29984,
"*ALBAÑ52","FIORI",2.0000000000000000e+00,1.0000000000000000e+00,29985,
"*ARMRE07","*EQUIP02",1.0000000000000000e+00,3.5000000000000001e-03,29987,
"*CABLE28","*EQUIP10",1.0000000000000000e+00,2.0000000000000000e-03,29988,
"BREAKER","EQUI0285",1.0000000000000000e+00,1.0000000000000000e-02,29989,
"BREAKER","EQUI0217",1.0000000000000000e+00,1.0000000000000000e-02,29990,
"BREAKER","EQUI0001",2.0000000000000000e+00,1.0000000000000000e-02,29991,
"BREAKER","EQUI0175",2.0000000000000000e+00,5.0000000000000001e-03,29992,
"BREAKER","EQUI0363",1.0000000000000000e+00,3.0000000000000001e-03,29993,
"CAJAMED","EQUI0031",1.0000000000000001e-01,1.0000000000000000e+00,29994,
"CAJAMED","EQUI0172",1.0000000000000000e+00,1.0000000000000000e+00,29995,
"CAJAMED","EQUI0342",1.0000000000000000e+00,1.0000000000000000e-02,29996,
"CAJAMED","EQUI0219",1.0000000000000000e+00,1.0000000000000000e-02,29997,
"CAJAMED","EQUI0001",1.0000000000000000e+00,1.0000000000000000e-02,29998,
"EDF-9004","EQUI0124",1.0000000000000000e+00,1.0000000000000000e+00,30019,
"FEFF","EQUI0275",1.0000000000000000e+00,1.0000000000000000e-02,30027,
"ALBAÑ27","*EQUIP06",1.5000000000000000e+01,2.0000000000000000e-03,30516,
"ALBAÑ27","*EQUIP05",1.5000000000000000e+01,1.0000000000000000e-02,30517,
"ALBAÑ28","*EQUIP06",1.5000000000000000e+01,2.0000000000000000e-03,30518,
"ALBAÑ28","*EQUIP05",1.5000000000000000e+01,1.0000000000000000e-02,30519,
"HERRE20","*EQUIP05",1.0000000000000000e+00,0.0000000000000000e+00,30522,
"HERRE20","*WINCHE1",1.0000000000000000e+00,0.0000000000000000e+00,30523,
"BOTE1","EQUI0035",1.0000000000000000e+00,3.5899999999999999e-03,30525,
"*OBREX33","*CARRET2",1.0000000000000000e+00,0.0000000000000000e+00,30526,
"*OBREX33","*CARRET1",3.0000000000000000e+00,0.0000000000000000e+00,30527,
"P0005853","*COMPAC6",1.0000000000000000e+00,1.5000000000000000e-03,30552,
"*ARMRE07","EQUI0201",2.5000000000000000e-01,2.0000000000000000e-03,30555,
"*OBREX33","*VIBRAD1",2.0000000000000000e+00,0.0000000000000000e+00,30528,
"*OBREX33","*CUCHAR1",4.0000000000000000e+00,0.0000000000000000e+00,30529,
"*OBREX33","*PALA001",4.0000000000000000e+00,0.0000000000000000e+00,30530,
"*OBREX30","*CARRET2",1.0000000000000000e+00,0.0000000000000000e+00,30533,
"*OBREX30","*GRUATEL",5.0000000000000000e-01,0.0000000000000000e+00,30534,
"*OBREX30","*PALA001",4.0000000000000000e+00,0.0000000000000000e+00,30535,
"*OBREX30","*CUCHAR1",4.0000000000000000e+00,0.0000000000000000e+00,30536,
"*OBREX30","*VIBRAD1",2.0000000000000000e+00,0.0000000000000000e+00,30537,
"*OBREX30","*CARRET1",3.0000000000000000e+00,0.0000000000000000e+00,30538,
"*OBREX30","*MEZCLA1",2.0000000000000000e+00,0.0000000000000000e+00,30539,
"OBREX30","*EQUIP15",1.0000000000000000e+00,0.0000000000000000e+00,30541,
"P0002330","EQUI0015",2.0000000000000000e+00,1.0000000000000000e-02,30542,
"P0002330","EQUI0322",2.0000000000000000e+00,1.0000000000000000e-02,30543,
"P0002330","EQUI0253",2.0000000000000000e+00,1.0000000000000000e-02,30544,
"P0002330","EQUI0177",2.0000000000000000e+00,1.0000000000000000e-02,30545,
"P0002330","EQUI0275",2.0000000000000000e+00,1.0000000000000000e-02,30546,
"P0002330","EQUI0073",3.0000000000000000e+00,1.0000000000000000e-02,30547,
"P0002330","EQUI0326",3.3000000000000002e-01,2.5000000000000001e-03,30548,
"P0002330","EQUI0068",1.0000000000000000e+00,1.2000000000000000e-02,30549,
"P0002330","EQUI0063",1.0000000000000000e+00,3.5500000000000002e-03,30550,
"P0002330","EQUI0007",2.0000000000000000e+00,1.0000000000000000e+00,30551,
"P0005853","*CAMIO02",1.0000000000000000e+00,2.0000000000000000e-03,30553,
"P0001367","BOMCON",2.0000000000000000e+00,2.0000000000000000e-03,30556,
"*OBREX33","FIORI",5.0000000000000000e-01,1.0000000000000000e+00,30557,
"P0003198","COP078",5.0000000000000000e-01,1.0000000000000000e+00,30559,
"P0000653","EQUI0201",5.0000000000000000e-01,2.0000000000000000e-03,30890,
"P0005902","EQUI0042",1.0000000000000000e+00,1.0000000000000000e+00,30891,
"*ALBAÑ52","BOMCON",1.0000000000000000e+00,2.0000000000000000e-03,30892,
"P0000905","EQUI0312",2.0000000000000000e+01,1.0000000000000000e-02,30893,
"P0000905","EQUI0194",2.0000000000000000e+01,1.0000000000000000e-02,30894,
"P0000905","EQUI0014",2.0000000000000000e+01,1.0000000000000000e-02,30895,
"P0000905","EQUI0173",2.0000000000000000e+01,1.0000000000000000e-02,30896,
"P0000905","EQUI0183",2.0000000000000000e+01,1.0000000000000000e-02,30897,
"P0000905","EQUI0175",2.0000000000000000e+01,5.0000000000000001e-03,30898,
"P0000905","EQUI0026",2.0000000000000000e+01,1.0000000000000000e-02,30899,
"P0000905","EQUI0024",2.0000000000000000e+01,1.0000000000000000e-02,30900,
"P0001329","EQUI0366",5.0000000000000003e-02,2.5000000000000001e-03,30901,
"P0001329","EQUI0061",1.0000000000000000e+00,3.5000000000000001e-03,30902,
"P0001329","EQUI0114",1.0000000000000000e+00,1.0000000000000000e-02,30903,
"P0001329","EQUI0233",2.0000000000000000e+00,1.0000000000000000e-02,30904,
"P0001329","EQUI0335",1.0000000000000000e+00,1.0000000000000000e-02,30905,
"P0001329","EQUI0345",1.0000000000000000e+00,2.0000000000000000e-03,30906,
"P0001329","EQUI0073",1.0000000000000000e+00,1.0000000000000000e-02,30907,
"P0001329","EQUI0275",1.0000000000000000e+00,1.0000000000000000e-02,30908,
"P0001329","EQUI0116",1.0000000000000000e+00,1.0000000000000000e-02,30909,
"P0001329","EQUI0351",1.0000000000000000e+00,1.0000000000000000e-02,30910,
"P0001330","EQUI0061",1.0000000000000000e+00,3.5000000000000001e-03,30912,
"P0001330","EQUI0114",1.0000000000000000e+00,1.0000000000000000e-02,30913,
"P0001330","EQUI0233",2.0000000000000000e+00,1.0000000000000000e-02,30914,
"P0001330","EQUI0335",1.0000000000000000e+00,1.0000000000000000e-02,30915,
"P0001330","EQUI0073",1.0000000000000000e+00,1.0000000000000000e-02,30917,
"P0001330","EQUI0275",1.0000000000000000e+00,1.0000000000000000e-02,30918,
"CARPI08","*WINCHE1",1.0000000000000000e+00,0.0000000000000000e+00,30921,
"CARPI08","*EQUIP04",1.0000000000000000e+00,0.0000000000000000e+00,30922,
"CARPI09","*WINCHE1",1.0000000000000000e+00,0.0000000000000000e+00,30923,
"CARPI09","*EQUIP04",1.0000000000000000e+01,1.0000000000000000e-02,30924,
"CARPI10","*WINCHE1",1.0000000000000000e+00,0.0000000000000000e+00,30925,
"CARPI10","*EQUIP04",1.0000000000000000e+00,0.0000000000000000e+00,30926,
"COCINA","EQUI0164",1.0000000000000000e+00,4.7900000000000000e-03,30927,
"COCINA1","EQUI0164",1.0000000000000000e+00,4.7900000000000000e-03,30928,
"*HERRE17","*EQUIP05",1.0000000000000000e+00,0.0000000000000000e+00,30929,
"*HERRE17","*WINCHE1",1.0000000000000000e+00,0.0000000000000000e+00,30930,
"HERRE18","*WINCHE1",1.0000000000000000e+00,0.0000000000000000e+00,30932,
"HERRE18","EQUI0143",4.0000000000000000e+00,3.5000000000000001e-03,30933,
"*COMPC01","*EQUIP12",3.0000000000000000e+00,5.0000000000000000e-01,30934,
"*COMPC01","*PLANCH1",3.0000000000000000e+00,1.0000000000000000e+00,30935,
"*BACHEO7","*PATROL1",1.0000000000000000e+00,0.0000000000000000e+00,30936,
"*BACHEO7","*COMPAC2",1.0000000000000000e+00,0.0000000000000000e+00,30937,
"*BACHEO7","*COMPAC7",1.0000000000000000e+00,0.0000000000000000e+00,30938,
"*COMPC01","*CAMIO03",3.0000000000000000e+00,2.0000000000000000e-03,30939,
"*PAVAS01","*CAMIO06",3.0000000000000000e+00,2.0000000000000000e-03,30940,
"*PAVAS01","*CAMIO07",3.0000000000000000e+00,5.0000000000000000e-01,30941,
"TAPON","EQUI0351",1.0000000000000000e+00,1.0000000000000000e-02,30942,
"TAPON","EQUI0116",1.0000000000000000e+00,1.0000000000000000e-02,30943,
"TAPON","EQUI0073",1.0000000000000000e+00,1.0000000000000000e-02,30944,
"TAPON1","EQUI0351",1.0000000000000000e+00,1.0000000000000000e-02,30945,
"TAPON1","EQUI0116",1.0000000000000000e+00,1.0000000000000000e-02,30946,
"TAPON1","EQUI0073",1.0000000000000000e+00,1.0000000000000000e-02,30947,
"P0003577","EQUI0310",1.0000000000000000e+00,1.0000000000000000e+00,30948,
"P0003577","EQUI0318",1.0000000000000000e+00,1.0000000000000000e-02,30949,
"P0003577","EQUI0275",1.0000000000000000e+00,1.0000000000000000e-02,30950,
"P0003577","EQUI0073",1.0000000000000000e+00,1.0000000000000000e-02,30951,
"P0003577","EQUI0019",1.0000000000000000e+00,1.0000000000000000e+00,30952,
"P0003578","EQUI0310",1.0000000000000000e+00,1.0000000000000000e+00,30953,
"P0003578","EQUI0318",1.0000000000000000e+00,1.0000000000000000e-02,30954,
"P0003578","EQUI0275",1.0000000000000000e+00,1.0000000000000000e-02,30955,
"P0003578","EQUI0073",1.0000000000000000e+00,1.0000000000000000e-02,30956,
"P0003578","EQUI0019",1.0000000000000000e+00,1.0000000000000000e+00,30957,
"P0003579","EQUI0310",1.0000000000000000e+00,1.0000000000000000e+00,30958,
"P0003579","EQUI0318",1.0000000000000000e+00,1.0000000000000000e-02,30959,
"P0003579","EQUI0275",1.0000000000000000e+00,1.0000000000000000e-02,30960,
"P0003579","EQUI0073",1.0000000000000000e+00,1.0000000000000000e-02,30961,
"P0003579","EQUI0019",1.0000000000000000e+00,1.0000000000000000e+00,30962,
"CAJAMED1","EQUI0031",1.0000000000000001e-01,1.0000000000000000e+00,30963,
"CAJAMED1","EQUI0172",1.0000000000000000e+00,1.0000000000000000e+00,30964,
"CAJAMED1","EQUI0342",1.0000000000000000e+00,1.0000000000000000e-02,30965,
"CAJAMED1","EQUI0219",1.0000000000000000e+00,1.0000000000000000e-02,30966,
"CAJAMED1","EQUI0001",1.0000000000000000e+00,1.0000000000000000e-02,30967,
"CAJAMED2","EQUI0031",1.0000000000000001e-01,1.0000000000000000e+00,30968,
"CAJAMED2","EQUI0172",1.0000000000000000e+00,1.0000000000000000e+00,30969,
"CAJAMED2","EQUI0342",1.0000000000000000e+00,1.0000000000000000e-02,30970,
"CAJAMED2","EQUI0219",1.0000000000000000e+00,1.0000000000000000e-02,30971,
"CAJAMED2","EQUI0001",1.0000000000000000e+00,1.0000000000000000e-02,30972,
"PAR0985","*LLAVE03",2.0000000000000000e+00,1.0000000000000000e-02,30973,
"PAR0985","*DRYWA33",1.0000000000000000e+00,1.0000000000000000e-02,30974,
"PAR0985","*SEGUETA",1.0000000000000000e+00,1.0000000000000000e-02,30975,
"PAR0985","*ALICAT2",2.0000000000000000e+00,1.0000000000000000e-02,30976,
"PAR0985","*LLAVE50",1.0000000000000000e+00,1.0000000000000000e-02,30977,
"PAR0985","*DESTOR1",1.0000000000000000e+00,1.0000000000000000e-02,30978,
"PAR0985","*PROBADO",1.0000000000000000e+00,1.0000000000000000e-02,30979,
"PAR0985","*PINZAS1",2.0000000000000000e+00,1.0000000000000000e-02,30980,
"PAR0985","*LIMA001",1.0000000000000000e+00,3.8500000000000001e-03,30981,
"PAR0986","*DRYWA33",1.0000000000000000e+00,1.0000000000000000e-02,30983,
"PAR0986","*ALICAT2",3.0000000000000000e+00,1.0000000000000000e-02,30985,
"PAR0986","*DESTOR1",1.0000000000000000e+00,1.0000000000000000e-02,30987,
"PAR0986","*PROBADO",1.0000000000000000e+00,1.0000000000000000e-02,30988,
"PAR0986","*PINZAS1",2.0000000000000000e+00,1.0000000000000000e-02,30989,
"TUBECOBR","EQUI0142",1.0000000000000000e+00,1.0000000000000000e+00,30992,
"TUBECOBR","EQUI0342",5.0000000000000000e+00,1.0000000000000000e-02,30993,
"TUBECOBR","EQUI0173",5.0000000000000000e+00,1.0000000000000000e-02,30994,
"TUBECOBR","EQUI0053",3.0000000000000000e+00,1.0000000000000000e-02,30995,
"TUBECOBR","EQUI0203",5.0000000000000000e+00,1.0000000000000000e-02,30996,
"TUBECOBR","EQUI0114",3.0000000000000000e+00,1.0000000000000000e-02,30997,
