CodPar,CodIns,CanIns,Deprec,Contad,CodAlt
"LAI499","ALB027",8.0000000000000000e+00,3.4000000000000002e-02,30035,
"LAI499","ALB091",2.0000000000000000e+00,3.5000000000000003e-02,30036,
"LAI499","ALB002",2.0000000000000000e+00,3.7999999999999999e-02,30037,
"LAI499","COP038",1.0000000000000000e+00,1.0000000000000000e+00,30038,
"LAI530","COP075",2.5000000000000000e-01,3.1419999999999998e-03,30039,
"LAI530","ALB002",1.0000000000000000e+00,3.7999999999999999e-02,30040,
"LAI530","ALB027",1.0000000000000000e+00,3.4000000000000002e-02,30041,
"LAI530","ALB136",1.0000000000000000e+00,1.0000000000000000e-02,30043,
"LAI530","ALB026",1.0000000000000000e+00,6.7000000000000004e-02,30045,
"LAI531","PIN013",1.0000000000000000e+00,7.0000000000000007e-02,30046,
"LAI531","MED010",1.0000000000000000e+00,5.0000000000000003e-02,30047,
"LAI531","MED008",1.0000000000000000e+00,6.0000000000000001e-03,30048,
"LAI531","MED009",1.0000000000000000e+00,1.0000000000000000e-02,30049,
"LAI531","MED016",1.0000000000000000e+00,1.0000000000000000e+00,30050,
"LIC006","COP074",2.5000000000000000e-01,3.5320000000000000e-03,30051,
"LIC006","PLO012",1.0000000000000000e+00,1.0000000000000000e+00,30052,
"P0003821","EQUI0342",1.0000000000000000e+00,1.0000000000000000e-02,30352,
"P0003897","EQUI0024",2.0000000000000000e+00,1.0000000000000000e-02,30358,
"P0003898","EQUI0031",1.0000000000000001e-01,1.0000000000000000e+00,30359,
"P0003898","EQUI0023",2.0000000000000000e+00,1.0000000000000000e-02,30360,
"P0003898","EQUI0173",1.0000000000000000e+00,1.0000000000000000e-02,30361,
"P0003898","EQUI0183",1.0000000000000000e+00,1.0000000000000000e-02,30362,
"P0005853","EQUI0267",1.0000000000000000e+00,1.0000000000000000e+00,30414,
"P0005858","EQUI0140",4.0000000000000002e-01,1.0000000000000000e+00,30415,
"P0005858","EQUI0059",1.0000000000000000e+00,1.0000000000000000e+00,30416,
"P0005858","EQUI0051",4.0000000000000002e-01,1.0000000000000000e+00,30417,
