CodObr,CodPar,NumPar,CodIns,CanIns,CosIns,Deprec,CodFam,Contad,CodAlt
"576PDVS2","*COMPC01",7,"*EQUIP12",3.0000000000000000e+00,2.5979000000000002e+02,5.0000000000000000e-01,"01",74854,
"576PDVS2","*COMPC01",7,"*PLANCH1",3.0000000000000000e+00,3.0000000000000000e+02,1.0000000000000000e+00,"02",74855,
"576PDVS2","*COMPC01",7,"*CAMIO03",3.0000000000000000e+00,1.5000000000000000e+05,2.0000000000000000e-03,"01",74856,
"576PDVS2","*BACHEO7",8,"*PATROL1",1.0000000000000000e+00,8.7970331000000006e+05,2.0000000000000000e-03,"02",74857,
"576PDVS2","*BACHEO7",8,"*COMPAC2",1.0000000000000000e+00,3.3152731000000000e+05,2.0000000000000000e-03,"02",74858,
"576PDVS2","*BACHEO7",8,"*COMPAC7",1.0000000000000000e+00,2.5457948999999999e+05,2.0000000000000000e-03,"02",74859,
"576PDVS2","*ARMRE07",10,"*EQUIP02",1.0000000000000000e+00,1.0855000000000000e+02,3.5000000000000001e-03,"01",74862,
"576PDVS2","*ARMRE07",10,"EQUI0201",2.5000000000000000e-01,1.5000000000000000e+05,2.0000000000000000e-03,"00",74863,
"576PDVS2","*PAVAS01",9,"*CAMIO06",3.0000000000000000e+00,8.3834809999999998e+04,2.0000000000000000e-03,"02",76098,
"576PDVS2","*PAVAS01",9,"*CAMIO07",3.0000000000000000e+00,2.2328000000000000e+02,5.0000000000000000e-01,"02",76099,
"576PDVS2","P0002329",11,"EQUI0015",2.0000000000000000e+00,6.0000000000000000e+01,1.0000000000000000e-02,"00",74864,
"576PDVS2","P0002329",11,"EQUI0322",2.0000000000000000e+00,5.0000000000000000e+01,1.0000000000000000e-02,"00",74865,
"576PDVS2","P0002329",11,"EQUI0253",2.0000000000000000e+00,4.0000000000000000e+01,1.0000000000000000e-02,"00",74866,
"576PDVS2","P0002329",11,"EQUI0177",2.0000000000000000e+00,1.0000000000000000e+02,1.0000000000000000e-02,"00",74867,
"576PDVS2","P0002329",11,"EQUI0275",2.0000000000000000e+00,8.0000000000000000e+01,1.0000000000000000e-02,"00",74868,
"576PDVS2","P0002329",11,"EQUI0073",3.0000000000000000e+00,3.0000000000000000e+01,1.0000000000000000e-02,"01",74869,
"576PDVS2","P0002329",11,"EQUI0326",3.3000000000000002e-01,5.0000000000000000e+02,2.5000000000000001e-03,"00",74870,
"576PDVS2","P0002329",11,"EQUI0068",1.0000000000000000e+00,1.5000000000000000e+01,1.2000000000000000e-02,"00",74871,
"576PDVS2","P0002329",11,"EQUI0063",1.0000000000000000e+00,1.9000000000000000e+02,5.0000000000000001e-03,"00",74872,
"576PDVS2","P0002329",11,"EQUI0007",2.0000000000000000e+00,6.0000000000000000e+01,1.0000000000000000e+00,"00",74873,
"576PDVS2","P0001367",12,"EQUI0279",8.0000000000000000e+00,4.0000000000000000e+01,1.0000000000000000e-02,"00",74874,
"576PDVS2","P0001367",12,"EQUI0116",2.0000000000000000e+00,7.0120000000000005e+01,1.0000000000000000e-02,"00",74875,
"576PDVS2","P0001367",12,"EQUI0069",2.0000000000000000e+00,4.1180000000000000e+01,1.0000000000000000e-02,"00",74876,
"576PDVS2","P0001367",12,"EQUI0063",4.0000000000000000e+00,1.9000000000000000e+02,5.0000000000000001e-03,"00",74877,
"576PDVS2","P0001367",12,"EQUI0061",2.0000000000000000e+00,8.0000000000000000e+01,3.5000000000000001e-03,"00",74878,
"576PDVS2","P0001367",12,"EQUI0361",2.0000000000000000e+00,1.4100000000000000e+03,8.0000000000000002e-03,"00",74879,
"576PDVS2","P0001367",12,"FIORI",4.0000000000000000e+00,3.0000000000000000e+02,1.0000000000000000e+00,"01",74880,
"576PDVS2","P0001367",12,"BOMCON",2.0000000000000000e+00,1.5000000000000000e+05,2.0000000000000000e-03,"00",74881,
"576PDVS2","*OBREX33",13,"*CARRET2",1.0000000000000000e+00,1.9000000000000000e+02,5.0000000000000001e-03,"01",74882,
"576PDVS2","*OBREX33",13,"*CARRET1",3.0000000000000000e+00,3.0000000000000000e+01,4.0000000000000001e-03,"01",74883,
"576PDVS2","*OBREX33",13,"*VIBRAD1",2.0000000000000000e+00,1.4100599999999999e+03,8.0000000000000002e-03,"01",74884,
"576PDVS2","*OBREX33",13,"*CUCHAR1",4.0000000000000000e+00,2.7799999999999998e+00,5.4999999999999997e-03,"01",74885,
"576PDVS2","*OBREX33",13,"*PALA001",4.0000000000000000e+00,4.0000000000000000e+01,1.0000000000000000e-02,"01",74886,
"576PDVS2","*OBREX33",13,"FIORI",5.0000000000000000e-01,3.0000000000000000e+02,1.0000000000000000e+00,"01",74887,
"576PDVS2","*OBREX30",14,"*CARRET2",1.0000000000000000e+00,1.9000000000000000e+02,5.0000000000000001e-03,"01",74888,
"576PDVS2","*OBREX30",14,"*GRUATEL",5.0000000000000000e-01,1.7800000000000001e+01,1.0000000000000000e+00,"02",74889,
"576PDVS2","*OBREX30",14,"*PALA001",4.0000000000000000e+00,4.0000000000000000e+01,1.0000000000000000e-02,"01",74890,
"576PDVS2","*OBREX30",14,"*CUCHAR1",4.0000000000000000e+00,2.7799999999999998e+00,5.4999999999999997e-03,"01",74891,
"576PDVS2","*OBREX30",14,"*VIBRAD1",2.0000000000000000e+00,1.4100599999999999e+03,8.0000000000000002e-03,"01",74892,
"576PDVS2","*OBREX30",14,"*CARRET1",3.0000000000000000e+00,3.0000000000000000e+01,4.0000000000000001e-03,"01",74893,
"576PDVS2","*OBREX30",14,"*MEZCLA1",2.0000000000000000e+00,8.0000000000000000e+01,1.0000000000000000e+00,"01",74894,
"576PDVS2","OBREX30",15,"*EQUIP15",1.0000000000000000e+00,1.0140000000000001e+02,1.0000000000000000e-02,"01",74895,
"576PDVS2","LAI490",16,"PIN013",1.0000000000000000e+00,1.0000000000000000e+01,7.0000000000000007e-02,"00",74896,
"576PDVS2","LAI490",16,"MED010",1.0000000000000000e+00,1.0000000000000000e+03,5.0000000000000003e-02,"00",74897,
"576PDVS2","LAI490",16,"MED008",1.0000000000000000e+00,1.2500000000000000e+02,6.0000000000000001e-03,"00",74898,
"576PDVS2","LAI490",16,"MED009",1.0000000000000000e+00,9.5000000000000000e+01,1.0000000000000000e-02,"00",74899,
"576PDVS2","LAI490",16,"MED016",1.0000000000000000e+00,2.0000000000000000e+02,1.0000000000000000e+00,"00",74900,
"576PDVS2","P0000164",17,"EQUI0311",2.0000000000000000e+00,2.5000000000000000e+02,1.0000000000000000e+00,"01",74901,
"576PDVS2","P0000164",17,"EQUI0284",4.0000000000000000e+00,5.0000000000000000e+01,1.0000000000000000e-02,"00",74902,
"576PDVS2","P0000164",17,"EQUI0015",2.0000000000000000e+00,6.0000000000000000e+01,1.0000000000000000e-02,"00",74903,
"576PDVS2","P0000164",17,"EQUI0279",4.0000000000000000e+00,4.0000000000000000e+01,1.0000000000000000e-02,"00",74904,
"576PDVS2","P0000164",17,"EQUI0061",2.0000000000000000e+00,8.0000000000000000e+01,3.5000000000000001e-03,"00",74905,
"576PDVS2","BOTE1",18,"EQUI0035",1.0000000000000000e+00,5.2000000000000000e+04,3.5899999999999999e-03,"01",74906,
"576PDVS2","LAI499",19,"ALB133",1.0000000000000000e+00,1.4000000000000000e+02,8.0000000000000002e-03,"00",74907,
"576PDVS2","LAI499",19,"ALB027",8.0000000000000000e+00,3.0000000000000000e+01,3.4000000000000002e-02,"00",74908,
"576PDVS2","LAI499",19,"ALB091",2.0000000000000000e+00,5.0000000000000000e+01,3.5000000000000003e-02,"00",74909,
"576PDVS2","LAI499",19,"ALB002",2.0000000000000000e+00,3.0000000000000000e+01,3.7999999999999999e-02,"00",74910,
"576PDVS2","LAI499",19,"COP038",1.0000000000000000e+00,1.6000000000000000e+02,1.0000000000000000e+00,"00",74911,
"576PDVS2","P0001661",20,"EQUI0091",1.0000000000000000e+00,1.2000000000000000e+02,1.0000000000000000e+00,"00",74912,
"576PDVS2","P0001661",20,"EQUI0259",5.0000000000000000e-01,1.5000000000000000e+02,1.0000000000000000e+00,"00",74913,
"576PDVS2","P0001661",20,"EQUI0278",2.0000000000000000e+00,7.3500000000000000e+01,1.0000000000000000e-02,"00",74914,
"576PDVS2","P0001661",20,"EQUI0061",2.0000000000000000e+00,8.0000000000000000e+01,3.5000000000000001e-03,"00",74915,
"576PDVS2","P0002002",21,"EQUI0091",2.0000000000000000e+00,1.2000000000000000e+02,1.0000000000000000e+00,"00",74916,
"576PDVS2","P0002002",21,"EQUI0279",8.0000000000000000e+00,4.0000000000000000e+01,1.0000000000000000e-02,"00",74917,
"576PDVS2","P0002002",21,"EQUI0243",2.0000000000000000e+00,1.2000000000000000e+02,8.0000000000000002e-03,"00",74918,
"576PDVS2","P0002002",21,"EQUI0061",4.0000000000000000e+00,8.0000000000000000e+01,3.5000000000000001e-03,"00",74919,
"576PDVS2","UP333",22,"COP078",2.5000000000000000e-01,2.5000000000000000e+02,1.0000000000000000e+00,"00",74920,
"576PDVS2","UP333",22,"PIN013",1.0000000000000000e+00,1.0000000000000000e+01,7.0000000000000007e-02,"00",74921,
"576PDVS2","UP333",22,"ALB138",1.0000000000000000e+00,3.2000000000000000e+01,1.0000000000000000e-02,"00",74922,
"576PDVS2","UP333",22,"ALB136",1.0000000000000000e+00,2.4000000000000000e+01,1.0000000000000000e-02,"00",74923,
"576PDVS2","UP333",22,"MED015",1.0000000000000000e+00,1.1000000000000000e+02,2.0000000000000000e-02,"00",74924,
"576PDVS2","UP333",22,"ALB137",1.0000000000000000e+00,4.0000000000000000e+01,2.1999999999999999e-02,"00",74925,
"576PDVS2","UP333",22,"ALB051",1.0000000000000000e+00,5.9000000000000000e+01,1.0000000000000000e-02,"00",74926,
"576PDVS2","UP333",22,"ALB002",1.0000000000000000e+00,3.0000000000000000e+01,3.7999999999999999e-02,"00",74927,
"576PDVS2","LAI530",23,"COP075",2.5000000000000000e-01,1.3500000000000000e+05,3.1419999999999998e-03,"00",74928,
"576PDVS2","LAI530",23,"ALB002",1.0000000000000000e+00,3.0000000000000000e+01,3.7999999999999999e-02,"00",74929,
"576PDVS2","LAI530",23,"ALB027",1.0000000000000000e+00,3.0000000000000000e+01,3.4000000000000002e-02,"00",74930,
"576PDVS2","LAI530",23,"ALB136",1.0000000000000000e+00,2.4000000000000000e+01,1.0000000000000000e-02,"00",74931,
"576PDVS2","LAI530",23,"ALB026",1.0000000000000000e+00,1.0000000000000000e+01,6.7000000000000004e-02,"00",74932,
"576PDVS2","P0004769",24,"EQUI0259",1.0000000000000000e+00,1.5000000000000000e+02,1.0000000000000000e+00,"00",74933,
"576PDVS2","P0004769",24,"EQUI0279",4.0000000000000000e+00,4.0000000000000000e+01,1.0000000000000000e-02,"00",74934,
"576PDVS2","P0004769",24,"EQUI0116",1.0000000000000000e+00,7.0120000000000005e+01,1.0000000000000000e-02,"00",74935,
"576PDVS2","P0004769",24,"EQUI0063",3.0000000000000000e+00,1.9000000000000000e+02,5.0000000000000001e-03,"00",74936,
"576PDVS2","P0004769",24,"EQUI0361",2.0000000000000000e+00,1.4100000000000000e+03,8.0000000000000002e-03,"00",74937,
"576PDVS2","P0004769",24,"EQUI0051",1.0000000000000000e+00,1.2000000000000000e+02,1.0000000000000000e+00,"00",74938,
"576PDVS2","P0005722",25,"COP078",5.0000000000000000e-01,2.5000000000000000e+02,1.0000000000000000e+00,"00",74939,
"576PDVS2","P0005722",25,"EQUI0351",1.0000000000000000e+00,1.1250000000000000e+01,1.0000000000000000e-02,"00",74940,
"576PDVS2","P0005722",25,"EQUI0279",2.0000000000000000e+00,4.0000000000000000e+01,1.0000000000000000e-02,"00",74941,
"576PDVS2","P0005722",25,"EQUI0061",1.0000000000000000e+00,8.0000000000000000e+01,3.5000000000000001e-03,"00",74942,
"576PDVS2","P0003198",26,"EQUI0351",1.0000000000000000e+00,1.1250000000000000e+01,1.0000000000000000e-02,"00",74943,
"576PDVS2","P0003198",26,"EQUI0279",2.0000000000000000e+00,4.0000000000000000e+01,1.0000000000000000e-02,"00",74944,
"576PDVS2","P0003198",26,"EQUI0061",1.0000000000000000e+00,8.0000000000000000e+01,3.5000000000000001e-03,"00",74945,
"576PDVS2","P0003198",26,"COP078",5.0000000000000000e-01,2.5000000000000000e+02,1.0000000000000000e+00,"00",74946,
"576PDVS2","P0004757",27,"EQUI0351",1.0000000000000000e+00,1.1250000000000000e+01,1.0000000000000000e-02,"00",74947,
"576PDVS2","P0004757",27,"EQUI0279",2.0000000000000000e+00,4.0000000000000000e+01,1.0000000000000000e-02,"00",74948,
"576PDVS2","P0004757",27,"EQUI0116",1.0000000000000000e+00,7.0120000000000005e+01,1.0000000000000000e-02,"00",74949,
"576PDVS2","P0004757",27,"EQUI0275",1.0000000000000000e+00,8.0000000000000000e+01,1.0000000000000000e-02,"00",74950,
"576PDVS2","P0004757",27,"EQUI0061",2.0000000000000000e+00,8.0000000000000000e+01,3.5000000000000001e-03,"00",74951,
"576PDVS2","LAI531",28,"PIN013",1.0000000000000000e+00,1.0000000000000000e+01,7.0000000000000007e-02,"00",74952,
"576PDVS2","LAI531",28,"MED010",1.0000000000000000e+00,1.0000000000000000e+03,5.0000000000000003e-02,"00",74953,
"576PDVS2","LAI531",28,"MED008",1.0000000000000000e+00,1.2500000000000000e+02,6.0000000000000001e-03,"00",74954,
"576PDVS2","LAI531",28,"MED009",1.0000000000000000e+00,9.5000000000000000e+01,1.0000000000000000e-02,"00",74955,
"576PDVS2","LAI531",28,"MED016",1.0000000000000000e+00,2.0000000000000000e+02,1.0000000000000000e+00,"00",74956,
"576PDVS2","P0000164",29,"EQUI0311",2.0000000000000000e+00,2.5000000000000000e+02,1.0000000000000000e+00,"01",74957,
"576PDVS2","P0000164",29,"EQUI0284",4.0000000000000000e+00,5.0000000000000000e+01,1.0000000000000000e-02,"00",74958,
"576PDVS2","P0000164",29,"EQUI0015",2.0000000000000000e+00,6.0000000000000000e+01,1.0000000000000000e-02,"00",74959,
"576PDVS2","P0000164",29,"EQUI0279",4.0000000000000000e+00,4.0000000000000000e+01,1.0000000000000000e-02,"00",74960,
"576PDVS2","P0000164",29,"EQUI0061",2.0000000000000000e+00,8.0000000000000000e+01,3.5000000000000001e-03,"00",74961,
"576PDVS2","P0000173",30,"EQUI0091",2.0000000000000000e+00,1.2000000000000000e+02,1.0000000000000000e+00,"00",74962,
"576PDVS2","P0000173",30,"EQUI0279",8.0000000000000000e+00,4.0000000000000000e+01,1.0000000000000000e-02,"00",74963,
"576PDVS2","P0000173",30,"EQUI0243",2.0000000000000000e+00,1.2000000000000000e+02,8.0000000000000002e-03,"00",74964,
"576PDVS2","P0000173",30,"EQUI0061",4.0000000000000000e+00,8.0000000000000000e+01,3.5000000000000001e-03,"00",74965,
"576PDVS2","P0003576",31,"EQUI0310",1.0000000000000000e+00,2.5000000000000000e+02,1.0000000000000000e+00,"01",74966,
"576PDVS2","P0003576",31,"EQUI0318",1.0000000000000000e+00,6.6780000000000001e+01,1.0000000000000000e-02,"00",74967,
"576PDVS2","P0003576",31,"EQUI0275",1.0000000000000000e+00,8.0000000000000000e+01,1.0000000000000000e-02,"00",74968,
"576PDVS2","P0003576",31,"EQUI0073",1.0000000000000000e+00,3.0000000000000000e+01,1.0000000000000000e-02,"01",74969,
"576PDVS2","P0003576",31,"EQUI0019",1.0000000000000000e+00,1.3252000000000001e+02,1.0000000000000000e+00,"00",74970,
"576PDVS2","P0003606",32,"PLO012",1.0000000000000000e+00,8.5000000000000000e+01,1.0000000000000000e+00,"00",74971,
"576PDVS2","P0003641",33,"PLO012",1.0000000000000000e+00,8.5000000000000000e+01,1.0000000000000000e+00,"00",74972,
"576PDVS2","LIC006",34,"COP074",2.5000000000000000e-01,5.1600000000000000e+04,3.5320000000000000e-03,"00",74973,
"576PDVS2","LIC006",34,"PLO012",1.0000000000000000e+00,8.5000000000000000e+01,1.0000000000000000e+00,"00",74974,
"576PDVS2","P0005861",35,"EQUI0229",1.0000000000000000e+00,1.3133000000000001e+02,1.0000000000000000e-02,"00",74975,
"576PDVS2","P0005861",35,"EQUI0238",1.0000000000000000e+00,2.5460000000000001e+01,1.0000000000000000e+00,"00",74976,
"576PDVS2","P0005861",35,"EQUI0275",1.0000000000000000e+00,8.0000000000000000e+01,1.0000000000000000e-02,"00",74977,
"576PDVS2","P0005861",35,"EQUI0073",1.0000000000000000e+00,3.0000000000000000e+01,1.0000000000000000e-02,"01",74978,
"576PDVS2","P0005861",35,"EQUI0042",1.0000000000000001e-01,2.5000000000000000e+02,1.0000000000000000e+00,"00",74979,
"576PDVS2","P0005861",35,"EQUI0080",1.0000000000000000e+00,3.0000000000000000e+01,1.0000000000000000e-02,"00",74980,
"576PDVS2","P0005862",36,"EQUI0143",1.0000000000000000e+00,2.6500000000000000e+03,3.5000000000000001e-03,"00",74981,
"576PDVS2","P0005862",36,"EQUI0201",5.0000000000000000e-01,1.5000000000000000e+05,2.0000000000000000e-03,"00",74982,
"576PDVS2","P0005862",36,"EQUI0330",2.0000000000000000e+00,2.6739899999999998e+03,3.5000000000000001e-03,"00",74983,
"576PDVS2","P0005862",36,"EQUI0181",1.0000000000000000e+00,4.5000000000000000e+02,3.5000000000000001e-03,"00",74984,
"576PDVS2","P0005896",37,"EQUI0229",1.0000000000000000e+00,1.3133000000000001e+02,1.0000000000000000e-02,"00",74985,
"576PDVS2","P0005896",37,"EQUI0238",1.0000000000000000e+00,2.5460000000000001e+01,1.0000000000000000e+00,"00",74986,
"576PDVS2","P0005896",37,"EQUI0275",1.0000000000000000e+00,8.0000000000000000e+01,1.0000000000000000e-02,"00",74987,
"576PDVS2","P0005896",37,"EQUI0073",1.0000000000000000e+00,3.0000000000000000e+01,1.0000000000000000e-02,"01",74988,
"576PDVS2","P0005896",37,"EQUI0042",1.0000000000000000e+00,2.5000000000000000e+02,1.0000000000000000e+00,"00",74989,
"576PDVS2","P0005896",37,"EQUI0080",1.0000000000000000e+00,3.0000000000000000e+01,1.0000000000000000e-02,"00",74990,
"576PDVS2","ESTRUC27",38,"EQUI0143",1.0000000000000000e+00,2.6500000000000000e+03,3.5000000000000001e-03,"00",74991,
"576PDVS2","ESTRUC27",38,"EQUI0201",1.0000000000000000e+00,1.5000000000000000e+05,2.0000000000000000e-03,"00",74992,
"576PDVS2","ESTRUC27",38,"EQUI0330",2.0000000000000000e+00,2.6739899999999998e+03,3.5000000000000001e-03,"00",74993,
"576PDVS2","ESTRUC27",38,"EQUI0181",1.0000000000000000e+00,4.5000000000000000e+02,3.5000000000000001e-03,"00",74994,
"576PDVS2","P0005864",39,"EQUI0031",1.0000000000000001e-01,1.2000000000000000e+02,1.0000000000000000e+00,"00",74995,
"576PDVS2","P0005864",39,"EQUI0229",2.0000000000000000e+00,1.3133000000000001e+02,1.0000000000000000e-02,"00",74996,
"576PDVS2","P0005864",39,"EQUI0219",1.0000000000000000e+00,4.3500000000000000e+01,1.0000000000000000e-02,"00",74997,
"576PDVS2","P0005864",39,"EQUI0275",1.0000000000000000e+00,8.0000000000000000e+01,1.0000000000000000e-02,"00",74998,
"576PDVS2","P0005865",40,"EQUI0031",1.0000000000000001e-01,1.2000000000000000e+02,1.0000000000000000e+00,"00",74999,
"576PDVS2","P0005865",40,"EQUI0229",2.0000000000000000e+00,1.3133000000000001e+02,1.0000000000000000e-02,"00",75000,
"576PDVS2","P0005865",40,"EQUI0219",1.0000000000000000e+00,4.3500000000000000e+01,1.0000000000000000e-02,"00",75001,
"576PDVS2","P0005865",40,"EQUI0275",1.0000000000000000e+00,8.0000000000000000e+01,1.0000000000000000e-02,"00",75002,
"576PDVS2","P0005866",41,"EQUI0031",1.0000000000000001e-01,1.2000000000000000e+02,1.0000000000000000e+00,"00",75003,
"576PDVS2","P0005866",41,"EQUI0229",2.0000000000000000e+00,1.3133000000000001e+02,1.0000000000000000e-02,"00",75004,
"576PDVS2","P0005866",41,"EQUI0219",1.0000000000000000e+00,4.3500000000000000e+01,1.0000000000000000e-02,"00",75005,
"576PDVS2","P0005866",41,"EQUI0275",1.0000000000000000e+00,8.0000000000000000e+01,1.0000000000000000e-02,"00",75006,
"576PDVS2","P0005868",42,"EQUI0342",1.0000000000000000e+00,2.5000000000000000e+01,1.0000000000000000e-02,"01",75007,
"576PDVS2","P0005868",42,"EQUI0219",1.0000000000000000e+00,4.3500000000000000e+01,1.0000000000000000e-02,"00",75008,
"576PDVS2","P0005868",42,"EQUI0001",1.0000000000000000e+00,1.8000000000000000e+01,1.0000000000000000e-02,"01",75009,
"576PDVS2","P0005868",42,"EQUI0073",1.0000000000000000e+00,3.0000000000000000e+01,1.0000000000000000e-02,"01",75010,
"576PDVS2","P0005868",42,"EQUI0042",1.0000000000000000e+00,2.5000000000000000e+02,1.0000000000000000e+00,"00",75011,
"576PDVS2","P0005872",43,"EQUI0106",3.6000000000000001e+00,1.2000000000000000e+02,1.0000000000000000e-02,"01",75012,
"576PDVS2","P0005872",43,"EQUI0015",2.0000000000000000e+00,6.0000000000000000e+01,1.0000000000000000e-02,"00",75013,
"576PDVS2","P0005872",43,"EQUI0322",2.0000000000000000e+00,5.0000000000000000e+01,1.0000000000000000e-02,"00",75014,
"576PDVS2","P0005872",43,"EQUI0253",2.0000000000000000e+00,4.0000000000000000e+01,1.0000000000000000e-02,"00",75015,
"576PDVS2","P0005872",43,"EQUI0177",2.0000000000000000e+00,1.0000000000000000e+02,1.0000000000000000e-02,"00",75016,
"576PDVS2","P0005872",43,"EQUI0275",2.0000000000000000e+00,8.0000000000000000e+01,1.0000000000000000e-02,"00",75017,
"576PDVS2","P0005872",43,"EQUI0326",3.3000000000000002e-01,5.0000000000000000e+02,2.5000000000000001e-03,"00",75018,
"576PDVS2","P0005872",43,"EQUI0068",1.0000000000000000e+00,1.5000000000000000e+01,1.2000000000000000e-02,"00",75019,
"576PDVS2","P0005872",43,"EQUI0063",1.0000000000000000e+00,1.9000000000000000e+02,5.0000000000000001e-03,"00",75020,
"576PDVS2","P0005872",43,"EQUI0366",5.0000000000000000e-01,6.3000000000000000e+04,2.5000000000000001e-03,"00",75021,
"576PDVS2","CALBRE3",44,"EQUI0285",2.0000000000000000e+00,4.8969999999999999e+01,1.0000000000000000e-02,"00",75022,
"576PDVS2","CALBRE3",44,"EQUI0217",1.0000000000000000e+00,2.1361000000000001e+02,1.0000000000000000e-02,"00",75023,
"576PDVS2","CALBRE3",44,"EQUI0219",1.0000000000000000e+00,4.3500000000000000e+01,1.0000000000000000e-02,"00",75024,
"576PDVS2","CALBRE3",44,"EQUI0074",1.0000000000000000e+00,2.0000000000000000e+01,1.0000000000000000e-02,"00",75025,
"576PDVS2","CALBRE3",44,"EQUI0175",2.0000000000000000e+00,2.9272000000000003e+02,5.0000000000000001e-03,"00",75026,
"576PDVS2","CALBRE3",44,"EQUI0073",2.0000000000000000e+00,3.0000000000000000e+01,1.0000000000000000e-02,"01",75027,
"576PDVS2","CALBRE3",44,"EQUI0208",1.0000000000000000e+00,5.3455370000000003e+04,2.5000000000000001e-03,"00",75028,
"576PDVS2","CALBRE3",44,"EQUI0077",1.0000000000000000e+00,2.1231999999999999e+02,5.0000000000000001e-03,"00",75029,
"576PDVS2","CALBRE3",44,"EQUI0078",1.0000000000000000e+00,3.0037000000000000e+02,5.0000000000000001e-03,"00",75030,
"576PDVS2","CALBRE3",44,"EQUI0363",1.0000000000000000e+00,3.0000000000000000e+01,3.0000000000000001e-03,"00",75031,
"576PDVS2","TEGDG",45,"EQUI0342",1.0000000000000000e+00,2.5000000000000000e+01,1.0000000000000000e-02,"01",75032,
"576PDVS2","TEGDG",45,"EQUI0219",1.0000000000000000e+00,4.3500000000000000e+01,1.0000000000000000e-02,"00",75033,
"576PDVS2","TEGDG",45,"EQUI0001",1.0000000000000000e+00,1.8000000000000000e+01,1.0000000000000000e-02,"01",75034,
"576PDVS2","TEGDG",45,"EQUI0073",1.0000000000000000e+00,3.0000000000000000e+01,1.0000000000000000e-02,"01",75035,
"576PDVS2","TEGDG",45,"EQUI0042",5.0000000000000000e-01,2.5000000000000000e+02,1.0000000000000000e+00,"00",75036,
"576PDVS2","FEFF",46,"EQUI0031",1.0000000000000001e-01,1.2000000000000000e+02,1.0000000000000000e+00,"00",75037,
"576PDVS2","FEFF",46,"EQUI0229",2.0000000000000000e+00,1.3133000000000001e+02,1.0000000000000000e-02,"00",75038,
"576PDVS2","FEFF",46,"EQUI0219",1.0000000000000000e+00,4.3500000000000000e+01,1.0000000000000000e-02,"00",75039,
"576PDVS2","FEFF",46,"EQUI0275",1.0000000000000000e+00,8.0000000000000000e+01,1.0000000000000000e-02,"00",75040,
"576PDVS2","P0005888",47,"EQUI0143",1.0000000000000000e+00,2.6500000000000000e+03,3.5000000000000001e-03,"00",75041,
"576PDVS2","P0005888",47,"EQUI0330",1.0000000000000000e+00,2.6739899999999998e+03,3.5000000000000001e-03,"00",75042,
"576PDVS2","P0005888",47,"EQUI0181",1.0000000000000000e+00,4.5000000000000000e+02,3.5000000000000001e-03,"00",75043,
